seqnames	start	end	width	strand	V4	V5	V6	V7	V8	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj	countsa	countsb
chr11	75463674	75465454	1781	*	peak_2795	1.08193929975939	2.07033706791459e-12	1040	470	Intron (ENST00000527820.5/81544, intron 2 of 17)	11	75442764	75457786	15023	2	81544	ENST00000527322.5	-5888	ENSG00000158555	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	NA	NA	NA	NA	NA
chr5	80399458	80399916	459	*	peak_11775	-1.16990029364031	2.24692473333462e-12	250	396	Distal Intergenic	5	80408013	80479350	71338	1	9765	ENST00000338008.9	-8097	ENSG00000039319	ZFYVE16	zinc finger FYVE-type containing 16	NA	NA	NA	NA	NA
chr1	97231172	97231967	796	*	peak_772	-1.03710059303374	2.3364544160129e-12	356	626	Intron (ENST00000422980.1/100873932, intron 1 of 4)	1	97265446	97280208	14763	1	100873932	ENST00000629811.2	-33479	ENSG00000232878	DPYD-AS1	DPYD antisense RNA 1	NA	NA	NA	NA	NA
chr22	25393000	25393712	713	*	peak_9880	1.06547800796735	2.3364544160129e-12	750	330	Intron (ENST00000444995.7/91355, intron 1 of 6)	22	25360082	25381531	21450	2	91355	ENST00000468442.1	-11469	ENSG00000290796	LRP5L	LDL receptor related protein 5 like (pseudogene)	NA	NA	NA	NA	NA
chr4	36651208	36651634	427	*	peak_11394	-1.0653924947784	2.60977022274208e-12	294	504	Distal Intergenic	4	36548331	36641939	93609	2	105374400	ENST00000655716.2	-9269	NA	LINC02505	long intergenic non-protein coding RNA 2505	NA	NA	NA	NA	NA
chr18	6221427	6222121	695	*	peak_6534	-1.43106510909068	2.61132357428811e-12	209	576	Intron (ENST00000400105.6/91133, intron 10 of 19)	18	6256747	6260934	4188	1	101927150	ENST00000578427.1	-34626	ENSG00000264707	L3MBTL4-AS1	L3MBTL4 antisense RNA 1	NA	NA	NA	NA	NA
chr1	29903661	29903973	313	*	peak_340	-1.13132963904298	3.1109536858323e-12	222	414	Distal Intergenic	1	30013952	30037612	23661	2	101929406	ENST00000445180.2	133639	ENSG00000233399	LINC01648	long intergenic non-protein coding RNA 1648	NA	NA	NA	NA	NA
chr14	83298043	83298498	456	*	peak_4080	-1.2288472253634	3.27199287388702e-12	236	446	Distal Intergenic	14	83018208	83043640	25433	2	105370600	ENST00000716915.1	-254403	ENSG00000258426	LOC105370600	uncharacterized LOC105370600	NA	NA	NA	NA	NA
chr1	110548054	110548655	602	*	peak_830	1.09328829868291	3.69684766064362e-12	666	212	Intron (ENST00000640680.1/3737, intron 3 of 8)	1	110517217	110519175	1959	2	3744	ENST00000369771.4	-28879	ENSG00000143105	KCNA10	potassium voltage-gated channel subfamily A member 10	NA	NA	NA	NA	NA
chr8	24575255	24575877	623	*	peak_13406	-1.12281411072097	3.80678717095379e-12	276	562	Intron (ENST00000519689.1/101929294, intron 2 of 4)	8	24300885	24548618	247734	2	101929294	ENST00000523578.5	-26637	NA	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	NA	NA	NA	NA	NA
chr19	35388609	35388968	360	*	peak_7064	-1.22018374271816	4.17250098615504e-12	234	540	Intron (ENST00000786315.1/101927522, intron 2 of 2)	19	35399455	35406906	7452	1	100128682	ENST00000786436.1	-10487	ENSG00000205786	LINC01531	long intergenic non-protein coding RNA 1531	NA	NA	NA	NA	NA
chr14	76958312	76959637	1326	*	peak_4057	1.07745001062571	4.46150881322596e-12	796	352	Promoter (<=1kb)	14	76959552	76970795	11244	1	105370578	ENST00000793738.1	0	ENSG00000258602	LINC01629	long intergenic non-protein coding RNA 1629	NA	NA	NA	NA	NA
chr10	20963552	20964766	1215	*	peak_1363	-1.04759969817357	4.50548397368624e-12	408	786	Intron (ENST00000675700.1/10529, intron 3 of 6)	10	20859283	20960012	100730	2	10529	ENST00000674540.1	-3540	ENSG00000078114	NEBL	nebulette	NA	NA	NA	NA	NA
chr2	175238241	175238515	275	*	peak_8460	-1.56825075899	4.54143951598012e-12	92	200	Intron (ENST00000751365.1/ENST00000751365.1, intron 2 of 3)	2	175257362	175463180	205819	1	105373752	ENST00000653625.1	-18847	NA	LOC105373752	uncharacterized LOC105373752	NA	NA	NA	NA	NA
chr2	199772098	199772650	553	*	peak_8483	-1.37724849067098	4.61882252266702e-12	120	286	Intron (ENST00000416668.5/348751, intron 3 of 3)	2	199674925	199739984	65060	2	348751	ENST00000761471.1	-32114	ENSG00000226124	FTCDNL1	formiminotransferase cyclodeaminase N-terminal like	NA	NA	NA	NA	NA
chr10	101103135	101103773	639	*	peak_2045	1.35610635526451	4.78210235071606e-12	386	136	Intron (ENST00000445873.5/100038246, intron 2 of 2)	10	101089321	101131126	41806	2	100038246	ENST00000445873.5	27353	ENSG00000236311	TLX1NB	TLX1 neighbor	NA	NA	NA	NA	NA
chr7	73726620	73727105	486	*	peak_13114	1.25397438922018	5.44174784015534e-12	486	170	Intron (ENST00000745658.1/171022, intron 1 of 3)	7	73721700	73736163	14464	1	171022	ENST00000745658.1	4920	NA	BICDL3P	BICD family like 3, pseudogene	NA	NA	NA	NA	NA
chr12	65525582	65526080	499	*	peak_3343	-1.05805465882727	5.54711124323676e-12	310	580	Intron (ENST00000537250.5/100507065, intron 2 of 3)	12	65523263	65538699	15437	2	100507065	ENST00000538294.1	12619	NA	MSRB3-AS1	MSRB3 antisense RNA 1	NA	NA	NA	NA	NA
chr10	45160113	45160824	712	*	peak_1512	-1.13568900435305	5.5615273072395e-12	352	660	Intron (ENST00000745713.1/338579, intron 6 of 9)	10	45164014	45164088	75	1	100422988	ENST00000579389.1	-3190	ENSG00000263476	MIR3156-1	microRNA 3156-1	NA	NA	NA	NA	NA
chr3	168211072	168211496	425	*	peak_11141	-1.32515525211521	5.97559129345559e-12	136	290	Distal Intergenic	3	168249507	168315453	65947	1	93556	ENST00000502332.6	-38011	NA	EGFEM1P	EGF like and EMI domain containing 1, pseudogene	NA	NA	NA	NA	NA
chr20	32675667	32676470	804	*	peak_8997	1.02782002287702	6.13318575244312e-12	890	326	Promoter (1-2kb)	20	32631625	32673941	42317	2	284805	ENST00000608990.6	-1726	ENSG00000198547	C20orf203	chromosome 20 open reading frame 203	NA	NA	NA	NA	NA
chr3	11754962	11755916	955	*	peak_10378	1.02287170856216	6.3045140431777e-12	738	306	Intron (ENST00000623028.1/9686, intron 1 of 5)	3	11601910	11771350	169441	2	9686	ENST00000623028.1	15434	ENSG00000144560	VGLL4	vestigial like family member 4	NA	NA	NA	NA	NA
chr16	80721158	80721653	496	*	peak_5311	-1.15109368326026	6.57092242349071e-12	272	436	Intron (ENST00000570137.7/124359, intron 1 of 6)	16	80684604	80735133	50530	2	124359	ENST00000562753.1	13480	ENSG00000166446	CDYL2	chromodomain Y like 2	NA	NA	NA	NA	NA
chr15	77786606	77787557	952	*	peak_4486	1.11502070314268	6.66130232898107e-12	696	248	Promoter (<=1kb)	15	77615353	77787014	171662	2	84894	ENST00000561686.5	0	ENSG00000169783	LINGO1	leucine rich repeat and Ig domain containing 1	NA	NA	NA	NA	NA
chr20	10733122	10733619	498	*	peak_8841	-1.04619750094324	7.499350595606e-12	274	480	Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)	20	10747145	10754033	6889	1	101929395	ENST00000654385.1	-13526	NA	LINC01752	long intergenic non-protein coding RNA 1752	NA	NA	NA	NA	NA
chr8	142335054	142335446	393	*	peak_14123	-1.02392916969227	7.64034083191051e-12	326	506	Intron (ENST00000524325.6/203062, intron 4 of 13)	8	142300116	142326225	26110	2	203062	ENST00000518928.1	-8829	ENSG00000171045	TSNARE1	t-SNARE domain containing 1	NA	NA	NA	NA	NA
chr22	34449760	34450281	522	*	peak_9991	-1.10632329432579	8.42182826355749e-12	262	496	Distal Intergenic	22	34349633	34363204	13572	2	105373012	ENST00000739819.1	-86556	NA	LOC105373012	uncharacterized LOC105373012	NA	NA	NA	NA	NA
chr12	25438691	25439223	533	*	peak_3172	-1.59593753915353	8.44771094099383e-12	134	430	Intron (ENST00000543629.5/160492, intron 4 of 4)	12	25502925	25519961	17037	2	160492	ENST00000539523.1	80738	ENSG00000152936	LMNTD1	lamin tail domain containing 1	NA	NA	NA	NA	NA
chr4	31299018	31299450	433	*	peak_11391	-1.24452947478546	9.05720737323913e-12	200	388	Distal Intergenic	4	31193025	31211675	18651	1	102723778	ENST00000818235.1	105993	NA	LINC02497	long intergenic non-protein coding RNA 2497	NA	NA	NA	NA	NA
chr18	61997808	61998364	557	*	peak_6727	-1.22792911411743	9.49806261530617e-12	210	378	Intron (ENST00000639600.1/23556, intron 24 of 24)	18	62072370	62075181	2812	2	23556	ENST00000640704.1	76817	ENSG00000197563	PIGN	phosphatidylinositol glycan anchor biosynthesis class N	NA	NA	NA	NA	NA
chr7	68304636	68304918	283	*	peak_13084	-1.42863304661447	9.55823434681974e-12	126	304	Intron (ENST00000446187.2/105375341, intron 1 of 5)	7	68149548	68319636	170089	2	105375341	ENST00000446187.2	14718	ENSG00000226829	LOC105375341	uncharacterized LOC105375341	NA	NA	NA	NA	NA
chr2	162056860	162057203	344	*	peak_8439	-1.45760993297741	9.63888614943619e-12	128	298	Intron (ENST00000678668.1/1803, intron 1 of 24)	2	161992245	162071190	78946	2	1803	ENST00000678668.1	13987	ENSG00000197635	DPP4	dipeptidyl peptidase 4	NA	NA	NA	NA	NA
chr16	49370200	49370593	394	*	peak_5090	-1.08338482476305	1.05325135542981e-11	246	396	Intron (ENST00000849660.1/105371244, intron 6 of 6)	16	49373804	49399431	25628	1	123970	ENST00000299191.4	-3211	ENSG00000166152	C16orf78	chromosome 16 open reading frame 78	NA	NA	NA	NA	NA
chr5	50807621	50808056	436	*	peak_11722	-1.3065136185336	1.16286207697999e-11	214	522	Intron (ENST00000505697.6/79668, intron 15 of 26)	5	50667893	50842342	174450	1	79668	ENST00000503561.7	139728	ENSG00000151883	PARP8	poly(ADP-ribose) polymerase family member 8	NA	NA	NA	NA	NA
chr2	192307628	192308045	418	*	peak_8476	-1.21339875467635	1.18930328318078e-11	206	408	Distal Intergenic	2	191949046	192194933	245888	2	23671	ENST00000272771.10	-112695	ENSG00000144339	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2	NA	NA	NA	NA	NA
chr17	69652613	69653083	471	*	peak_6144	-1.16920909649021	1.45314948950864e-11	288	584	Intron (ENST00000778376.1/101928122, intron 3 of 5)	17	69594785	69628351	33567	1	101928122	ENST00000433856.5	57828	ENSG00000227517	LINC01483	long intergenic non-protein coding RNA 1483	NA	NA	NA	NA	NA
chr17	51519787	51520151	365	*	peak_5965	-1.04615969039709	1.51518091069662e-11	262	446	Intron (ENST00000663733.2/440446, intron 4 of 4)	17	51439653	51445802	6150	1	105371828	ENST00000588341.1	80134	ENSG00000267452	LINC02073	long intergenic non-protein coding RNA 2073	NA	NA	NA	NA	NA
chr2	120722596	120723604	1009	*	peak_8242	1.17636300298887	1.60361960036573e-11	800	272	Promoter (<=1kb)	2	120722890	120734294	11405	1	124906073	ENST00000794101.1	0	NA	LOC124906073	uncharacterized LOC124906073	NA	NA	NA	NA	NA
chr11	30555335	30555654	320	*	peak_2419	-1.30877493642693	1.6112640726268e-11	150	258	Intron (ENST00000448418.6/744, intron 2 of 6)	11	30451654	30536084	84431	2	744	ENST00000525519.1	-19251	ENSG00000066382	MPPED2	metallophosphoesterase domain containing 2	NA	NA	NA	NA	NA
chr12	31807099	31807868	770	*	peak_3221	-1.02865338258519	1.62402327296607e-11	376	700	Exon (ENST00000816608.1/ENST00000816608.1, exon 2 of 2)	12	31791185	31792298	1114	2	440093	ENST00000340398.5	-14801	ENSG00000188375	H3-5	H3.5 histone	NA	NA	NA	NA	NA
chr14	63200914	63201319	406	*	peak_3916	-1.31684038717917	1.69523577193101e-11	174	420	Distal Intergenic	14	63204114	63293219	89106	1	57381	ENST00000557447.5	-2795	ENSG00000126785	RHOJ	ras homolog family member J	NA	NA	NA	NA	NA
chr5	128200034	128200430	397	*	peak_11827	-1.11348610315764	1.87217697618453e-11	258	430	Distal Intergenic	5	128178380	128182921	4542	1	6558	ENST00000502849.1	21654	ENSG00000064651	SLC12A2	solute carrier family 12 member 2	NA	NA	NA	NA	NA
chr2	46224771	46225242	472	*	peak_7816	-1.1140278980743	1.91924561121772e-11	436	680	Distal Intergenic	2	46230658	46259179	28522	1	101926974	ENST00000723079.1	-5416	NA	LOC101926974	uncharacterized LOC101926974	NA	NA	NA	NA	NA
chr3	71089211	71089663	453	*	peak_10817	-1.03891012164217	1.92113825386528e-11	318	542	Intron (ENST00000318789.11/27086, intron 7 of 20)	3	71053718	71095387	41670	2	27086	ENST00000650555.1	5724	ENSG00000114861	FOXP1	forkhead box P1	NA	NA	NA	NA	NA
chr18	5068861	5069240	380	*	peak_6526	-1.39062259421752	1.96160108427884e-11	142	308	Distal Intergenic	18	5081171	5098780	17610	1	105371969	ENST00000656896.1	-11931	ENSG00000265514	LINC01892	long intergenic non-protein coding RNA 1892	NA	NA	NA	NA	NA
chr2	26743244	26744063	820	*	peak_7660	1.21481634816842	1.97088354787543e-11	750	272	Distal Intergenic	2	26764284	26781140	16857	1	54978	ENST00000429494.5	-20221	ENSG00000213699	SLC35F6	solute carrier family 35 member F6	NA	NA	NA	NA	NA
chr3	20537124	20537621	498	*	peak_10476	-1.17063306152001	2.14685194195986e-11	216	340	Intron (ENST00000634618.1/101927829, intron 10 of 16)	3	20342468	20350928	8461	1	101927829	ENST00000455626.1	194656	ENSG00000231304	LOC101927829	uncharacterized LOC101927829	NA	NA	NA	NA	NA
chr2	26608289	26608949	661	*	peak_7648	1.26841651374131	2.15540031606973e-11	590	200	Intron (ENST00000288861.5/130106, intron 3 of 6)	2	26581207	26605563	24357	2	130106	ENST00000403670.7	-2726	ENSG00000157884	CIB4	calcium and integrin binding family member 4	NA	NA	NA	NA	NA
chr5	125433566	125433976	411	*	peak_11820	-1.44931545751417	2.81323838739842e-11	106	266	Intron (ENST00000647105.1/101927421, intron 3 of 6)	5	125493261	125602227	108967	1	101927460	ENST00000564199.1	-59285	ENSG00000260192	LINC02240	long intergenic non-protein coding RNA 2240	NA	NA	NA	NA	NA
chr3	156764614	156765117	504	*	peak_11132	-1.12064371719592	2.88485710461909e-11	264	520	Intron (ENST00000716067.1/730091, intron 1 of 2)	3	156742292	156751753	9462	2	730091	ENST00000721674.1	-12861	ENSG00000243926	LINC00886	long intergenic non-protein coding RNA 886	NA	NA	NA	NA	NA
chr2	64391501	64391824	324	*	peak_7871	-1.17975348481322	3.00465862233322e-11	194	320	Distal Intergenic	2	64395084	64420656	25573	2	105374771	ENST00000811780.1	28832	NA	LGALSL-DT	LGALSL divergent transcript	NA	NA	NA	NA	NA
chr1	182484097	182485256	1160	*	peak_1076	1.10646924407392	3.07616854186855e-11	678	294	Intron (ENST00000367561.9/353299, intron 7 of 7)	1	182488285	182560593	72309	1	353299	ENST00000648414.1	-3029	ENSG00000121446	RGSL1	regulator of G protein signaling like 1	NA	NA	NA	NA	NA
chr17	49576844	49577862	1019	*	peak_5900	1.04645456982468	3.57645352183607e-11	1140	432	Promoter (<=1kb)	17	49576122	49582290	6169	1	11248	ENST00000513748.1	722	ENSG00000182575	NXPH3	neurexophilin 3	NA	NA	NA	NA	NA
chr12	127359619	127359910	292	*	peak_3548	-1.10270880259951	4.07268759698028e-11	230	352	Exon (ENST00000748747.1/ENST00000748747.1, exon 1 of 2)	12	127326054	127351621	25568	2	101927616	ENST00000748299.1	-7998	ENSG00000256362	LINC02375	long intergenic non-protein coding RNA 2375	NA	NA	NA	NA	NA
chr22	22042934	22043993	1060	*	peak_9737	1.08173690257497	4.24466763917898e-11	862	320	Promoter (<=1kb)	22	21991099	22043858	52760	2	649179	ENST00000419303.5	0	ENSG00000290847	PRAMENP	PRAME N-terminal like, pseudogene	NA	NA	NA	NA	NA
chr10	48982178	48982858	681	*	peak_1598	1.22170981852264	4.4074727425944e-11	530	182	3' UTR	10	48976742	48980115	3374	2	105378298	ENST00000610464.1	-2063	NA	LOC105378298	uncharacterized LOC105378298	NA	NA	NA	NA	NA
chr6	134363231	134363653	423	*	peak_12511	-1.22725023408877	4.58971375248394e-11	154	344	Intron (ENST00000792740.1/ENST00000792740.1, intron 1 of 1)	6	134335186	134373508	38323	2	105378009	ENST00000793228.1	9855	NA	LOC105378009	uncharacterized LOC105378009	NA	NA	NA	NA	NA
chr18	78771443	78772314	872	*	peak_6791	1.03143701687071	4.59376764787013e-11	842	394	Distal Intergenic	18	78645844	78671152	25309	2	124904330	ENST00000759066.1	-100291	NA	LOC124904330	uncharacterized LOC124904330	NA	NA	NA	NA	NA
chr17	51687927	51688284	358	*	peak_5968	-1.11589182850095	4.60137334602083e-11	236	446	Intron (ENST00000570565.5/56934, intron 4 of 8)	17	51661593	51747788	86196	2	56934	ENST00000575097.1	59504	ENSG00000154975	CA10	carbonic anhydrase 10	NA	NA	NA	NA	NA
chr2	15983207	15983889	683	*	peak_7522	1.00791194492077	4.6424598323297e-11	632	246	Distal Intergenic	2	16013928	16086234	72307	1	104797537	ENST00000652394.1	-30039	ENSG00000236289	GACAT3	gastric cancer associated transcript 3	NA	NA	NA	NA	NA
chr5	132261902	132262925	1024	*	peak_11852	1.01814910631438	4.64930946724472e-11	888	398	Promoter (<=1kb)	5	132261449	132271336	9888	1	8572	ENST00000418373.1	453	ENSG00000131435	PDLIM4	PDZ and LIM domain 4	NA	NA	NA	NA	NA
chr20	46304824	46305679	856	*	peak_9108	1.10343052202926	4.73812039453917e-11	632	254	Intron (ENST00000537909.4/64405, intron 1 of 11)	20	46173739	46308498	134760	2	64405	ENST00000537909.4	2819	ENSG00000149654	CDH22	cadherin 22	NA	NA	NA	NA	NA
chr6	53250103	53250635	533	*	peak_12443	-1.22589884750679	5.31311623620638e-11	176	348	Promoter (<=1kb)	6	53230608	53251021	20414	2	124901332	ENST00000737649.1	386	NA	LOC124901332	uncharacterized LOC124901332	NA	NA	NA	NA	NA
chr12	93149226	93149697	472	*	peak_3356	-1.45647921156689	5.69738275303957e-11	118	354	Intron (ENST00000754395.1/643339, intron 2 of 3)	12	93003389	93139215	135827	2	643339	ENST00000550324.7	-10011	NA	LOC643339	uncharacterized LOC643339	NA	NA	NA	NA	NA
chr10	71409468	71409961	494	*	peak_1748	1.14925031543047	5.77792599478969e-11	444	186	Intron (ENST00000224721.12/64072, intron 1 of 69)	10	71396962	71732723	335762	1	64072	ENST00000616684.4	12506	ENSG00000107736	CDH23	cadherin related 23	NA	NA	NA	NA	NA
chr2	53202939	53203133	195	*	peak_7844	-1.5233115625048	5.91573611076104e-11	74	188	Distal Intergenic	2	52836499	52961484	124986	2	105369165	ENST00000809548.1	-241455	ENSG00000228033	LOC105369165	uncharacterized LOC105369165	NA	NA	NA	NA	NA
chr4	73609795	73610044	250	*	peak_11460	-1.32464072574022	6.02726961768647e-11	144	330	Intron (ENST00000307439.10/166824, intron 2 of 10)	4	73574571	73620412	45842	2	166824	ENST00000395777.6	10368	ENSG00000169435	RASSF6	Ras association domain family member 6	NA	NA	NA	NA	NA
chr1	54180869	54182010	1142	*	peak_685	1.04355054075341	6.15705497379283e-11	800	368	Intron (ENST00000637610.1/200008, intron 3 of 9)	1	54184041	54210132	26092	1	51253	ENST00000487096.5	-2031	ENSG00000116221	MRPL37	mitochondrial ribosomal protein L37	NA	NA	NA	NA	NA
chr7	40521106	40521443	338	*	peak_12902	-1.41332698835208	6.41921067653709e-11	98	206	Intron (ENST00000401647.7/79783, intron 11 of 12)	7	40538127	40546928	8802	2	101928716	ENST00000415237.1	25485	ENSG00000203446	SUGCT-AS1	SUGCT antisense RNA 1	NA	NA	NA	NA	NA
chr8	119438828	119439596	769	*	peak_13654	-1.01996593348098	6.59766246576709e-11	552	1086	Intron (ENST00000519786.1/ENST00000519786.1, intron 1 of 3)	8	119351118	119416947	65830	2	124902009	ENST00000670132.1	-21881	NA	LOC124902009	uncharacterized LOC124902009	NA	NA	NA	NA	NA
chr4	46294757	46295167	411	*	peak_11416	-1.2347305137934	6.93081991778409e-11	158	340	Intron (ENST00000381620.9/2555, intron 8 of 9)	4	46302507	46305577	3071	2	2555	ENST00000514236.1	10410	ENSG00000151834	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2	NA	NA	NA	NA	NA
chr5	62145350	62145816	467	*	peak_11750	-1.29800507047968	7.12617914806997e-11	138	330	Promoter (<=1kb)	5	61964159	62144591	180433	2	124900610	ENST00000777187.1	-759	NA	LOC124900610	uncharacterized LOC124900610	NA	NA	NA	NA	NA
chr18	57996472	57997176	705	*	peak_6715	-1.23172222300197	7.19002924615326e-11	160	354	Intron (ENST00000753950.1/ENST00000753950.1, intron 2 of 4)	18	57961231	57964434	3204	2	124904311	ENST00000585702.1	-32038	NA	LINC01897	long intergenic non-protein coding RNA 1897	NA	NA	NA	NA	NA
chr1	46812027	46812951	925	*	peak_626	1.14252545860694	7.67452910374122e-11	656	246	Promoter (<=1kb)	1	46811103	46817181	6079	1	1580	ENST00000468637.3	924	ENSG00000142973	CYP4B1	cytochrome P450 family 4 subfamily B member 1	NA	NA	NA	NA	NA
chr2	13433923	13434325	403	*	peak_7510	-1.39462392294261	8.13405429313104e-11	110	234	Distal Intergenic	2	13357278	13403233	45956	1	105373437	ENST00000772678.1	76645	ENSG00000300555	LOC105373437	uncharacterized LOC105373437	NA	NA	NA	NA	NA
chr1	201732379	201732814	436	*	peak_1119	-1.35775381312559	8.98964554177771e-11	122	248	Promoter (<=1kb)	1	201724245	201731590	7346	2	124904483	ENST00000835562.1	-789	NA	LOC124904483	uncharacterized LOC124904483	NA	NA	NA	NA	NA
chr5	130652276	130652652	377	*	peak_11830	-1.05555482743165	9.26050394546198e-11	250	368	Distal Intergenic	5	130668638	130817850	149213	2	107986449	ENST00000804527.1	165198	NA	LOC107986449	uncharacterized LOC107986449	NA	NA	NA	NA	NA
chr8	57861985	57862374	390	*	peak_13545	-1.28895589043875	9.36411214009875e-11	140	330	Intron (ENST00000805093.1/105375856, intron 1 of 2)	8	57855500	57984114	128615	1	100505477	ENST00000650579.1	6485	ENSG00000205293	LINC01602	long intergenic non-protein coding RNA 1602	NA	NA	NA	NA	NA
chr1	59333703	59334004	302	*	peak_719	-1.26016723733324	9.48652513978681e-11	158	264	Intron (ENST00000413489.5/55277, intron 2 of 4)	1	59310087	59762728	452642	1	55277	ENST00000371212.5	23616	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing	NA	NA	NA	NA	NA
chr18	7596109	7596493	385	*	peak_6554	-1.15275894234246	9.6178745296763e-11	284	580	Intron (ENST00000332175.12/5797, intron 1 of 30)	18	7567316	8406856	839541	1	5797	ENST00000580170.6	28793	ENSG00000173482	PTPRM	protein tyrosine phosphatase receptor type M	NA	NA	NA	NA	NA
chr2	49702872	49703099	228	*	peak_7841	-1.32999764775282	1.01634267294545e-10	126	258	Intron (ENST00000809387.1/124906005, intron 2 of 5)	2	49581876	49634288	52413	1	124906005	ENST00000809398.1	120996	NA	LOC124906005	uncharacterized LOC124906005	NA	NA	NA	NA	NA
chr9	31942170	31942440	271	*	peak_14293	-1.31999157728215	1.08675735014199e-10	124	272	Intron (ENST00000835659.1/124902137, intron 1 of 1)	9	31913608	31917029	3422	2	105376011	ENST00000835709.1	-25141	NA	LOC105376011	uncharacterized LOC105376011	NA	NA	NA	NA	NA
chr8	126912700	126913202	503	*	peak_13725	-1.1169065678655	1.13146549699869e-10	244	450	Intron (ENST00000645463.1/105375751, intron 5 of 6)	8	126927277	127020330	93054	1	100750225	ENST00000644570.1	-14075	ENSG00000253438	PCAT1	prostate cancer associated transcript 1	NA	NA	NA	NA	NA
chr16	9581848	9582370	523	*	peak_4831	-1.03251430552062	1.15550766461482e-10	244	358	Intron (ENST00000784503.1/132205950, intron 4 of 4)	16	9566415	9614800	48386	1	132205950	ENST00000784508.1	15433	ENSG00000261617	LOC132205950	uncharacterized LOC132205950	NA	NA	NA	NA	NA
chr17	48679393	48679977	585	*	peak_5879	-1.02018415982647	1.16143599735264e-10	346	606	Promoter (<=1kb)	17	48680889	48704837	23949	1	105371809	ENST00000629037.1	-912	NA	LINC02086	long intergenic non-protein coding RNA 2086	NA	NA	NA	NA	NA
chr10	63765081	63765450	370	*	peak_1642	-1.35212049810643	1.16633803012501e-10	122	324	Intron (ENST00000823903.1/124902438, intron 2 of 2)	10	63664676	63686180	21505	1	124902438	ENST00000823904.1	100405	ENSG00000228566	LOC124902438	uncharacterized LOC124902438	NA	NA	NA	NA	NA
chr1	195415687	195415967	281	*	peak_1096	-1.3440268542755	1.25165897181777e-10	112	230	Distal Intergenic	1	195758639	195763420	4782	2	105371672	ENST00000791950.1	347453	ENSG00000287364	LOC105371672	uncharacterized LOC105371672	NA	NA	NA	NA	NA
chr15	77064512	77064879	368	*	peak_4477	-1.26599033810924	1.27100578408209e-10	136	248	Exon (ENST00000624777.1/ENST00000624777.1, exon 1 of 1)	15	77046084	77071034	24951	2	10099	ENST00000559494.1	6155	ENSG00000140391	TSPAN3	tetraspanin 3	NA	NA	NA	NA	NA
chr3	114319527	114319806	280	*	peak_10869	-1.5025074633721	1.34244500096496e-10	78	172	3' UTR	3	114316475	114316569	95	2	693153	ENST00000385036.1	-2958	ENSG00000284134	MIR568	microRNA 568	NA	NA	NA	NA	NA
chr3	4421089	4421522	434	*	peak_10317	-1.0855439367331	1.46083427032215e-10	372	782	Intron (ENST00000448413.5/285362, intron 3 of 12)	3	3781352	4467261	685910	2	285362	ENST00000448413.5	45739	ENSG00000144455	SUMF1	sulfatase modifying factor 1	NA	NA	NA	NA	NA
chr9	5897931	5898232	302	*	peak_14276	-1.25684941640191	1.67277081785147e-10	144	264	Promoter (<=1kb)	9	5897564	5907189	9626	1	2315	ENST00000490518.1	367	ENSG00000120215	MLANA	melan-A	NA	NA	NA	NA	NA
chr16	22547440	22547782	343	*	peak_4959	-1.32842958305034	1.69027816583e-10	124	276	Promoter (<=1kb)	16	22546964	22576682	29719	1	653786	ENST00000548889.1	476	ENSG00000290866	OTOAP1	OTOA pseudogene 1	NA	NA	NA	NA	NA
chr20	16877052	16877430	379	*	peak_8853	-1.15378002923928	1.71372724293601e-10	210	396	Distal Intergenic	20	16749360	16751782	2423	1	56914	ENST00000486129.1	127692	ENSG00000125879	OTOR	otoraplin	NA	NA	NA	NA	NA
chr11	61768030	61768726	697	*	peak_2537	1.17409260592411	1.75372269521652e-10	394	154	Promoter (1-2kb)	11	61766117	61788410	22294	1	745	ENST00000675319.1	1913	ENSG00000124920	MYRF	myelin regulatory factor	NA	NA	NA	NA	NA
chr6	34726146	34726467	322	*	peak_12320	-1.27690004173741	1.82848350275966e-10	124	252	Exon (ENST00000770923.1/ENST00000770923.1, exon 3 of 3)	6	34696940	34697471	532	1	101929243	ENST00000606496.2	29206	ENSG00000272288	ILRUN-AS1	ILRUN antisense RNA 1	NA	NA	NA	NA	NA
chr5	42665576	42666157	582	*	peak_11712	-1.21786263211554	1.92651017397847e-10	182	360	Intron (ENST00000230882.9/2690, intron 3 of 9)	5	42713867	42718814	4948	1	2690	ENST00000513625.1	-47710	ENSG00000112964	GHR	growth hormone receptor	NA	NA	NA	NA	NA
chr8	89801574	89802007	434	*	peak_13585	-1.05413564692584	1.98863041783295e-10	222	394	Intron (ENST00000814457.1/124901974, intron 2 of 3)	8	89780088	89780778	691	1	8767	ENST00000518673.1	21486	ENSG00000104312	RIPK2	receptor interacting serine/threonine kinase 2	NA	NA	NA	NA	NA
