Geneid	Chr	Start	End	Strand	log2FoldChange	padj	countsa	countsb
peak_1572	chr10	47405849	47407804	.	0.249172578258088	0.0209988102409425	2102	1414
peak_6486	chr17	82381255	82381974	.	-0.472789955994498	0.0209988102409425	490	618
peak_11033	chr3	129026638	129026995	.	-0.439631001114942	0.020998928718255	242	298
peak_9757	chr22	22426833	22428001	.	0.362539595430676	0.0210285397384836	1094	810
peak_13662	chr8	120857678	120858120	.	-0.313249297995607	0.0210925401081771	942	836
peak_9551	chr21	45011823	45013698	.	0.314713693657095	0.0211900369085079	1990	1068
peak_328	chr1	29550112	29550918	.	0.368786676269812	0.0212025742061594	858	460
peak_5847	chr17	46101186	46101721	.	-0.529522720365201	0.021239323903602	366	558
peak_1734	chr10	71219653	71220267	.	0.3624754852523	0.021271044338077	634	458
peak_12955	chr7	45590447	45591849	.	0.256119918520658	0.0213137807819799	1552	948
peak_13767	chr8	132054862	132055296	.	-0.333780285500122	0.0213291220636152	476	502
peak_6467	chr17	81967689	81968304	.	0.324472437171363	0.0213633232574028	1334	756
peak_8587	chr2	231424191	231424454	.	-0.531927205919961	0.0213882188155543	144	194
peak_2967	chr12	551779	553242	.	0.259055480022069	0.0214087402913783	1916	1298
peak_784	chr1	109425811	109426948	.	0.28538002012685	0.0214323210906498	2968	1704
peak_13401	chr8	23391907	23392800	.	-0.373361258569786	0.0214571962727955	756	926
peak_1039	chr1	176517499	176517789	.	-0.376867319284326	0.0214651972848769	726	696
peak_4680	chr16	891556	893646	.	0.266730818039748	0.0215082367231997	2372	1454
peak_12199	chr6	3353394	3353942	.	-0.48349615738492	0.021512281635522	266	342
peak_1337	chr10	5840979	5841299	.	-0.417197694918657	0.0215366371480779	272	298
peak_566	chr1	43021373	43022259	.	-0.327082795057139	0.0215562883185071	576	610
peak_3633	chr12	131636501	131638383	.	0.273494250101802	0.0215562883185071	1790	1154
peak_10279	chr22	49383777	49384065	.	-0.604286104767924	0.0215571627188399	184	310
peak_2231	chr10	127398663	127398937	.	-0.509700006755362	0.0215782367784886	154	202
peak_2355	chr11	11448996	11449786	.	-0.364705641287154	0.0215782367784886	498	454
peak_9008	chr20	33071258	33071847	.	-0.385262802112171	0.0215871793266027	392	450
peak_13879	chr8	138163103	138163807	.	-0.364363558012672	0.0216405599849428	542	648
peak_4600	chr15	89978807	89979218	.	-0.513073588127542	0.0216577292026052	208	246
peak_14216	chr8	143495969	143496520	.	0.342231435762893	0.0216577292026052	664	416
peak_5478	chr16	89301372	89302255	.	0.290666107042171	0.0216718903688027	1332	766
peak_11213	chr3	194322385	194323245	.	0.344834252134437	0.0217014962897215	1736	922
peak_3115	chr12	8657496	8658075	.	-0.384595186116424	0.0217328703647147	430	472
peak_9133	chr20	48211243	48212255	.	0.274294564679586	0.0217328703647147	986	640
peak_12119	chr5	161314033	161314348	.	-0.51902868220986	0.0217871536597748	200	254
peak_2145	chr10	119596568	119597366	.	0.453207075160261	0.0217911007812543	1258	594
peak_9240	chr20	56702121	56702604	.	-0.436303920520538	0.0217942134876361	216	264
peak_11217	chr3	194577928	194578635	.	-0.257226426493323	0.0218001132381664	1148	1004
peak_1445	chr10	42986656	42987855	.	0.307028581764435	0.0218593086587	1632	1234
peak_10633	chr3	48430485	48431015	.	0.321286875053298	0.0218593086587	674	406
peak_11029	chr3	129004528	129005438	.	0.313321799136182	0.0218593086587	770	512
peak_6542	chr18	7106772	7107089	.	-0.523959070549156	0.0218631643316871	216	356
peak_9117	chr20	47450450	47450923	.	-0.440300608778845	0.021863835060024	230	274
peak_3144	chr12	12890593	12891777	.	0.277058300514364	0.0219439593430027	2380	1292
peak_10142	chr22	42622198	42622884	.	0.355059234998968	0.0220960118692559	570	348
peak_209	chr1	22586424	22588020	.	0.252152977952298	0.0220999980963629	1758	1012
peak_12801	chr7	5594091	5596339	.	0.227193607348993	0.0220999980963629	2312	1592
peak_13657	chr8	120216649	120217145	.	-0.496925189161716	0.0221110025485522	604	928
peak_12840	chr7	26603657	26604043	.	-0.344468157743223	0.0221124479179931	490	526
peak_2292	chr11	1181569	1182339	.	0.392879294202579	0.0221694788011657	652	338
peak_12589	chr6	159125936	159126427	.	-0.323514959325002	0.022255931757669	708	572
peak_3044	chr12	4118461	4119597	.	0.30041019059845	0.0222568790898722	1346	890
peak_8398	chr2	132959342	132959732	.	-0.432099153098364	0.0222572697745581	304	374
peak_7639	chr2	26469272	26472006	.	0.239441284966053	0.0222740090859171	2640	1902
peak_10838	chr3	88218990	88219546	.	-0.551938674485147	0.0223242937067657	324	512
peak_2583	chr11	64349534	64350290	.	0.326674138327142	0.0223659549107011	1020	604
peak_3482	chr12	120469699	120470456	.	0.402659791850396	0.022372286232089	890	504
peak_814	chr1	110285172	110285783	.	-0.330386143432096	0.022415949263259	642	596
peak_769	chr1	94864742	94865067	.	-0.505642716858795	0.0224506403650694	196	266
peak_11402	chr4	38314086	38315000	.	-0.318034686546006	0.0224506403650694	696	770
peak_335	chr1	29744024	29744989	.	0.312843027980156	0.0224580797618214	1216	650
peak_11107	chr3	145152739	145153227	.	-0.581751175541711	0.0224722137095401	210	304
peak_14789	chrX	102765857	102766279	.	-0.404559855326044	0.0224722137095401	358	316
peak_8207	chr2	119759413	119760479	.	0.317703335444183	0.0224940184165679	1472	830
peak_12345	chr6	37131087	37131942	.	0.313619696842865	0.0225019747654592	850	496
peak_9151	chr20	49562275	49563073	.	0.363938600722975	0.0225137416231902	818	452
peak_10618	chr3	47323380	47324209	.	-0.29098440009792	0.0225264309315881	812	854
peak_9153	chr20	49608238	49609168	.	0.290070291734402	0.0225274580647212	988	652
peak_3999	chr14	70663479	70664458	.	-0.336767326067119	0.0225720495689505	716	792
peak_6103	chr17	65514106	65514472	.	-0.382591414995779	0.0225874406784767	320	352
peak_11198	chr3	193079362	193079603	.	-0.714299921946069	0.0225917438382394	112	166
peak_6304	chr17	77562340	77563122	.	-0.330048651211497	0.0225964601995759	606	538
peak_13987	chr8	141391754	141392908	.	0.401601959635592	0.0226216224016949	2450	1220
peak_10188	chr22	44363128	44363864	.	0.411179274781274	0.0226227811527358	1296	678
peak_8408	chr2	134662579	134663198	.	-0.420221828736283	0.0226281751662466	316	402
peak_12151	chr5	174145055	174145589	.	0.538613886627297	0.0226281751662466	384	274
peak_9948	chr22	30282721	30283917	.	0.305686361236657	0.0226316011511981	972	676
peak_11349	chr4	8393689	8393969	.	-0.564612902052874	0.0226316011511981	126	170
peak_3406	chr12	110906155	110906952	.	-0.330843583500772	0.0226363723474487	450	470
peak_6730	chr18	70234467	70234905	.	-0.472679566124778	0.0226363723474487	264	240
peak_9432	chr21	17848316	17848734	.	-0.362270922304706	0.0226682269028508	562	612
peak_6324	chr17	78862129	78862600	.	-0.315594386159479	0.0226869137768483	780	666
peak_10248	chr22	47566202	47566734	.	-0.349891601504737	0.0227305673989138	434	466
peak_3259	chr12	49315920	49316314	.	-0.395692497770826	0.0227465413120814	284	306
peak_5046	chr16	31052072	31052528	.	-0.383062264268832	0.0228004033759666	354	400
peak_4288	chr15	45529668	45529996	.	-0.415613734658371	0.022811720575436	266	286
peak_13893	chr8	138765518	138766376	.	0.278386463747762	0.0230173114530614	1128	700
peak_8438	chr2	160221830	160222207	.	-0.488023570561302	0.0231436241319302	448	474
peak_6329	chr17	78970336	78971671	.	0.259594968489855	0.0231535833174135	1580	968
peak_10638	chr3	48549329	48549781	.	0.374931980962441	0.0231639916960631	478	258
peak_10820	chr3	71787779	71788178	.	-0.53564752723815	0.0231873995336556	164	230
peak_13032	chr7	55513889	55514132	.	-0.380966614661097	0.0232038478270355	296	324
peak_12256	chr6	29996881	29997934	.	-0.323810857012386	0.0232038946774854	560	606
peak_13503	chr8	47223887	47225039	.	0.391938656463081	0.0232366627896993	692	504
peak_13441	chr8	30211959	30212774	.	-0.455373761930445	0.0232549282145215	304	402
peak_10437	chr3	14124030	14124464	.	0.334124477388016	0.0233104298385852	666	398
peak_8046	chr2	98543339	98543908	.	0.349440677309605	0.023360358687583	696	418
peak_12416	chr6	43809351	43810042	.	-0.373100208311581	0.0233605599397493	586	550
peak_14325	chr9	35095715	35096711	.	0.29949559839726	0.0233625016692519	862	538
peak_10231	chr22	46453995	46454639	.	0.322581913264729	0.0233765556816165	968	596
peak_11737	chr5	57441553	57441861	.	-0.411676675963011	0.0234020698813057	280	346
peak_11986	chr5	141777619	141778056	.	-0.490121161930377	0.0234044478282482	194	234
peak_13255	chr7	132441779	132442235	.	-0.55060820017826	0.0234044478282482	192	282
peak_1276	chr1	228924958	228925461	.	-0.582089539125627	0.0234244981323645	172	264
peak_300	chr1	27725557	27725966	.	0.400343921670805	0.0234502079024728	1442	692
peak_13904	chr8	139277293	139278476	.	0.27378984854338	0.0234988175579679	1394	852
peak_1923	chr10	80258734	80259373	.	0.573872874439181	0.0235129819569055	492	382
peak_13507	chr8	48287741	48288121	.	-0.43493139902447	0.0235649139482671	258	302
peak_14309	chr9	34145154	34145552	.	-0.319046033024635	0.0235754384056056	580	626
peak_8971	chr20	31472780	31474006	.	-0.234065016425578	0.0236104013864426	1626	1416
peak_3796	chr13	113214562	113215349	.	0.31441202185583	0.0236276535311981	838	552
peak_14263	chr8	144687846	144688176	.	-0.589801595765075	0.0236412807911924	270	418
peak_3675	chr12	133080035	133081231	.	0.292178238894319	0.02364724349314	2132	1178
peak_1112	chr1	201406761	201407299	.	0.491942869527334	0.0236699762451183	368	240
peak_5456	chr16	88892445	88894178	.	0.229498296786066	0.0236734175196435	2034	1246
peak_5697	chr17	34165413	34165701	.	-0.489727830338096	0.0236734175196435	172	216
peak_1035	chr1	175394591	175395007	.	-0.472426702766292	0.0237081188561021	264	308
peak_7067	chr19	35612536	35613523	.	0.316602556621133	0.023715104709479	856	482
peak_14593	chr9	124144658	124145260	.	-0.367640023143644	0.0237185165034407	492	548
peak_10130	chr22	41917100	41918582	.	0.334638395255849	0.0237387586850746	1480	840
peak_1516	chr10	45421192	45423247	.	0.268276328562643	0.0237506302011123	2192	1570
peak_2465	chr11	45556983	45558574	.	-0.261881842892597	0.0237567387935618	1014	942
peak_9953	chr22	30546435	30548229	.	0.252792781879891	0.0237782481896616	1424	914
peak_5307	chr16	79981950	79982770	.	-0.366110500672828	0.0237811475680427	606	714
peak_9250	chr20	57393651	57394324	.	0.343162998235309	0.0237832593322503	860	570
peak_11252	chr3	196977040	196977448	.	-0.323659902450257	0.0237832593322503	722	698
peak_13772	chr8	132180339	132180792	.	-0.420580962688048	0.0238270021242991	526	680
peak_6869	chr19	10334481	10336035	.	0.31409004352249	0.0238331395364878	1044	584
peak_11945	chr5	135820831	135821981	.	-0.279676320638435	0.0238331395364878	1118	1044
peak_14003	chr8	141523436	141524173	.	0.340605166878254	0.0238331395364878	1608	870
peak_12930	chr7	44325890	44326294	.	0.322172694572041	0.0238878616119239	624	364
peak_10357	chr3	10420905	10423014	.	0.290998758750757	0.0239428429331421	1916	1334
peak_581	chr1	43610931	43611532	.	-0.318170044377446	0.0239597108458101	608	536
peak_3347	chr12	68042510	68042792	.	-0.392885706968433	0.0240038414018193	290	334
peak_624	chr1	46531748	46532505	.	0.277612450529036	0.0240122771635589	1148	720
peak_3408	chr12	110916989	110917338	.	-0.504126235600162	0.0240550563737591	206	290
peak_14459	chr9	89806480	89807534	.	-0.357737484235603	0.0240603994638633	768	928
peak_11924	chr5	134738231	134738608	.	0.388956914721762	0.0240703447072843	1406	754
peak_7119	chr19	39863247	39863856	.	-0.358753331076373	0.0241225265174087	360	402
peak_14703	chr9	137422853	137424335	.	0.465134962032198	0.0241314455919183	912	440
peak_753	chr1	91650839	91651214	.	-0.391511803213061	0.0241320963268385	556	476
peak_11770	chr5	76805880	76806430	.	-0.371703099124446	0.0241320963268385	444	532
peak_5853	chr17	46890014	46890784	.	0.273571345352355	0.0241786668091321	954	602
peak_10495	chr3	37541868	37542652	.	-0.324546691079402	0.0242004416179587	694	762
peak_9547	chr21	44969536	44970284	.	-0.339227642722666	0.0242030601418196	640	574
peak_9173	chr20	50343546	50344211	.	0.297457614919301	0.0242574806070714	854	484
peak_10709	chr3	50411612	50412047	.	0.374763640798584	0.0242645888377507	646	364
peak_2259	chr10	132346948	132347880	.	-0.339122722799723	0.0242806095911132	484	432
peak_13603	chr8	101062826	101064081	.	0.281510973624145	0.0244268412499606	1178	790
peak_11966	chr5	139709953	139710892	.	0.289686477473689	0.0244325705428198	984	662
peak_3835	chr14	22281018	22281551	.	-0.41813310384684	0.0244365332765201	268	294
peak_11184	chr3	185422742	185423075	.	-0.451146524752831	0.0244665428048612	216	250
peak_13004	chr7	50980742	50981070	.	-0.551395221855692	0.0244726092580568	158	274
peak_7482	chr2	11262405	11262704	.	-0.522886782012942	0.0244933295164966	156	210
peak_11699	chr5	38468185	38468796	.	-0.269315857332613	0.0244933295164966	1094	1054
peak_5325	chr16	81606088	81606725	.	-0.361642701104797	0.0245025450575121	528	596
peak_14698	chr9	136991821	136993445	.	0.351720127675473	0.0245564500140469	1544	816
peak_6205	chr17	74043388	74044055	.	0.458569444364476	0.0245724840003376	632	426
peak_13228	chr7	112391799	112392199	.	0.463692031050866	0.0245906070498985	332	230
peak_4858	chr16	11053597	11054497	.	0.272030288288663	0.0246107954846615	1128	750
peak_1995	chr10	97066220	97067468	.	0.297490356049207	0.0246323927139939	1306	718
peak_5240	chr16	67918643	67920226	.	0.282116377647428	0.0246408488708397	1548	1034
peak_12954	chr7	45586664	45587878	.	0.25486202052826	0.0246789355078577	1260	784
peak_5033	chr16	30491596	30492249	.	0.366796645526709	0.0247098076225266	440	282
peak_9555	chr21	45140143	45140656	.	0.34824000870112	0.0247274890604334	648	392
peak_7563	chr2	20140514	20141787	.	0.251036979860049	0.0247774410506866	1988	1226
peak_6919	chr19	18230799	18231710	.	0.304905548579491	0.0247910999338974	830	508
peak_9966	chr22	31976641	31977706	.	0.296923378967884	0.0248655338620632	1078	752
peak_2002	chr10	97400840	97401795	.	0.298103939285384	0.0248903053376607	1114	696
peak_11864	chr5	132527062	132527548	.	-0.35389487227203	0.0248903053376607	506	558
peak_6207	chr17	74089471	74090284	.	0.326382774787275	0.024895120349308	1278	904
peak_2391	chr11	17765684	17766854	.	0.275674200993284	0.0249086551323003	1162	748
peak_6084	chr17	64411756	64412392	.	0.330726655529797	0.0249086551323003	728	502
peak_10666	chr3	49547472	49548595	.	0.276906094706996	0.0249086551323003	1522	858
peak_5216	chr16	66919569	66920462	.	0.258929535406317	0.0249257356405956	1180	738
peak_1973	chr10	90971768	90972070	.	-0.619106345486007	0.0249549598059238	180	278
peak_5054	chr16	31457925	31460167	.	0.27957361256132	0.0249549598059238	2892	1636
peak_404	chr1	33680334	33680764	.	0.445176300908146	0.0249800652087373	304	216
peak_4322	chr15	63474792	63475307	.	0.367178540192462	0.0249868486279613	440	250
peak_10878	chr3	119304194	119304676	.	-0.369762315317906	0.0250425656503005	502	574
peak_12648	chr6	167424046	167425245	.	0.277796223501208	0.0250439106500384	1074	752
peak_9226	chr20	53899495	53900078	.	0.315320048135492	0.0250499205618793	1302	844
peak_13742	chr8	128554835	128555298	.	-0.275308815561751	0.0250777960508029	1272	1232
peak_5791	chr17	44199785	44201005	.	0.830321839096724	0.025099447089942	1526	518
peak_4295	chr15	52255984	52256517	.	-0.362923996294278	0.0251034322646305	358	386
peak_921	chr1	153032617	153033257	.	-0.287838121583541	0.0251106871076439	660	614
peak_6546	chr18	7233987	7234621	.	-0.283624950034979	0.0251263391430661	1066	956
peak_7584	chr2	20628816	20630199	.	0.256977581259099	0.02512920069314	1662	1076
peak_9009	chr20	33076642	33077046	.	0.404133451164077	0.0251554417768825	620	354
peak_10940	chr3	126247059	126247636	.	-0.438751560550457	0.0251800645434418	330	390
peak_12818	chr7	6936453	6936955	.	-0.44740926687046	0.0251800645434418	214	266
peak_11248	chr3	196641242	196642225	.	-0.379534789451895	0.0252889988985988	622	774
peak_14689	chr9	136306043	136307214	.	0.314723238747693	0.0252902990102486	1298	672
peak_14134	chr8	142428672	142429353	.	0.303717484958797	0.0253470192384545	1110	628
peak_12532	chr6	148107909	148108421	.	-0.446205915392	0.0254737689556639	270	364
peak_8107	chr2	106115063	106115660	.	-0.32073245744827	0.0254776413835856	742	814
peak_12894	chr7	38341198	38341791	.	0.345588367264135	0.0254776413835856	522	306
peak_12085	chr5	151525224	151526207	.	0.37159918406981	0.0255329681097375	690	488
peak_794	chr1	109918079	109918824	.	-0.284667622202327	0.0255557328837621	672	626
peak_4726	chr16	2290012	2290847	.	0.27116736658115	0.0255788185464576	1280	724
peak_2357	chr11	11706050	11706445	.	-0.410618922846209	0.0256142116386971	536	496
peak_12130	chr5	169833849	169834127	.	-0.591679732603138	0.0256142116386971	92	134
peak_7347	chr2	936422	937939	.	-0.26798315287149	0.0257215400810056	962	940
peak_5281	chr16	75245176	75245948	.	0.378308321130495	0.0257573548915897	1214	636
peak_4349	chr15	66098577	66098995	.	-0.396043759314838	0.0257735250754711	328	366
peak_5628	chr17	21612799	21614267	.	0.326222344787	0.0257898567665103	1046	684
peak_5596	chr17	18849924	18850553	.	-0.322195950708951	0.0257921067794918	670	570
peak_2122	chr10	114696913	114697577	.	-0.368031843687905	0.0258006433749777	466	432
peak_14514	chr9	94870992	94871417	.	-0.368084200522926	0.0258344628787191	348	382
peak_12638	chr6	166998783	166999984	.	0.434416177580336	0.0259276355042027	1468	716
peak_644	chr1	50350448	50351226	.	0.514096284294864	0.02599919337088	424	252
peak_6325	chr17	78883126	78884092	.	0.37570339876285	0.0260153171299201	1794	870
peak_4712	chr16	1839566	1840092	.	-0.318499616392422	0.0260175449494146	708	622
peak_398	chr1	32888236	32888867	.	0.292887027377579	0.0260245120841666	752	458
peak_5592	chr17	18319745	18321077	.	0.273540740775899	0.0260295375092917	1210	842
peak_8304	chr2	127000846	127001434	.	-0.369312443156153	0.0260361215853184	450	502
peak_6266	chr17	74945504	74945946	.	-0.366895896810676	0.0260568390361318	458	424
peak_1190	chr1	206973915	206974442	.	-0.442027964517923	0.0260834047196429	352	454
peak_9373	chr20	63050475	63051562	.	0.27588015424274	0.026115400523019	1106	736
peak_10546	chr3	42590209	42591997	.	0.240573027860433	0.0261329543949396	2042	1178
peak_11730	chr5	54718540	54718961	.	-0.367236387031188	0.0261329543949396	378	398
peak_13354	chr8	20522073	20522676	.	-0.347503314516265	0.0261329543949396	468	502
peak_13587	chr8	93698421	93698836	.	-0.500443707622471	0.0261329543949396	160	238
peak_12895	chr7	38368153	38368531	.	0.471791076838168	0.0261471454092318	418	214
peak_14332	chr9	36164879	36165349	.	0.332385660663471	0.0261471454092318	558	348
peak_11969	chr5	139752953	139753754	.	0.308056086833751	0.026174464863906	702	476
peak_686	chr1	54227095	54227942	.	0.371695271563995	0.0262073984709565	728	454
peak_14273	chr9	4508332	4508893	.	-0.396726666187041	0.0262073984709565	316	344
peak_12427	chr6	44237186	44238355	.	0.296149294832112	0.0262447186717754	1102	736
peak_5252	chr16	68741681	68742043	.	-0.46985488392893	0.0262518942071938	216	254
peak_1348	chr10	13893975	13894260	.	-0.459097547284044	0.0262863437063023	214	240
peak_14624	chr9	127934880	127936648	.	0.27370919021432	0.0263210586936182	1876	1168
peak_10497	chr3	37624281	37625454	.	0.449800978228653	0.026362721184529	690	508
peak_3521	chr12	124637320	124637925	.	-0.318497730162417	0.0263633163373458	776	812
peak_9376	chr20	63070754	63072079	.	0.316374135935757	0.026372690148642	1330	872
peak_10173	chr22	43811683	43812676	.	0.265220591519068	0.0264793120932118	1592	934
peak_12831	chr7	24786990	24787504	.	-0.432285062469593	0.0264793120932118	298	336
peak_3244	chr12	47753159	47753939	.	0.292424624120913	0.026543023422105	754	474
peak_708	chr1	55381264	55382059	.	-0.413729511694203	0.0265773567310695	432	560
peak_11869	chr5	133114539	133115283	.	0.299751500326105	0.0267153995637966	998	736
peak_14662	chr9	133188375	133189339	.	0.302696736441079	0.0267174957975316	944	590
peak_12311	chr6	34095525	34096093	.	0.333102342788419	0.0267890578655723	738	386
peak_3849	chr14	34474243	34474547	.	-0.531482093407212	0.0268189082121439	142	192
peak_12115	chr5	160165050	160166021	.	0.319739932908649	0.0269013629701935	1204	740
peak_10031	chr22	36980644	36981127	.	-0.447305302983862	0.0269211434590224	318	352
peak_3080	chr12	6384645	6385151	.	0.336711561823929	0.0269586427517174	894	546
peak_4170	chr14_GL000225v1_random	60646	60972	.	-0.400832599512369	0.0269879907229222	444	486
peak_1695	chr10	70405042	70405750	.	0.314255983215291	0.027021246312271	860	606
peak_12846	chr7	30093299	30094065	.	-0.376408621563946	0.027021246312271	430	484
peak_14380	chr9	61680094	61680860	.	0.525142206287121	0.0270292762928402	316	246
peak_14612	chr9	127091971	127092648	.	-0.405848403776004	0.0270313553270083	314	360
peak_5748	chr17	40064063	40064851	.	-0.300967446746562	0.0270398272980322	658	604
peak_751	chr1	90204085	90204491	.	-0.387561473823447	0.0270529474373486	398	368
peak_1970	chr10	87817663	87818704	.	0.243398630840968	0.0270684671417617	1326	834
peak_14643	chr9	130343580	130344216	.	0.371239068129768	0.0270980711341173	584	308
peak_2469	chr11	45733607	45734728	.	-0.321322591628658	0.0271057292346246	624	706
peak_9614	chr22	17130171	17130562	.	-0.421218283507408	0.0271057292346246	264	314
peak_5330	chr16	82114278	82114704	.	-0.480854941888489	0.0271853129111942	240	308
peak_4464	chr15	75333653	75334161	.	-0.386290323975089	0.0272038568942727	284	310
peak_12904	chr7	41029070	41029550	.	-0.354571937760486	0.0272167811925313	544	608
peak_8880	chr20	20255558	20256143	.	-0.414901831767966	0.0272544228417181	268	316
peak_12940	chr7	44856892	44857333	.	0.337412532589972	0.0272557444649541	546	356
peak_4706	chr16	1736498	1737843	.	-1.18333943565655	0.0272720699537534	526	1190
peak_14235	chr8	144077269	144078432	.	0.266462981564965	0.0272720699537534	1742	1206
peak_5230	chr16	67498844	67499997	.	-0.260706349980517	0.0272836007345598	1174	984
peak_10386	chr3	12920665	12921746	.	0.325107784397663	0.0272955709632096	1118	610
peak_1050	chr1	180256143	180257126	.	0.273116706267331	0.027359872956831	1048	628
peak_6075	chr17	64278508	64279122	.	-0.312636127476562	0.0273645066695511	548	600
peak_8705	chr2	239548385	239549005	.	0.326381524793962	0.0273645066695511	688	432
peak_11697	chr5	38199860	38200471	.	-0.516087830454967	0.0273900978213917	342	502
peak_13677	chr8	122776236	122776614	.	-0.413342459034156	0.0274025876067582	470	624
peak_9921	chr22	27804650	27806125	.	0.230740092487652	0.0274453047585435	2054	1394
peak_6192	chr17	73628398	73629052	.	0.344498177536971	0.0275120232163279	862	626
peak_5848	chr17	46284139	46284366	.	-0.442300525821671	0.027685000287779	242	220
peak_1943	chr10	86129747	86130297	.	-0.405854788466008	0.0277045866495906	456	512
peak_3159	chr12	16198923	16199299	.	-0.415044919987321	0.0277045866495906	302	352
peak_7951	chr2	73034106	73034456	.	-0.459137477037201	0.0277045866495906	280	384
peak_4162	chr14_GL000225v1_random	28017	29183	.	0.414472755704386	0.0277159262494141	730	482
peak_9018	chr20	33310380	33310860	.	0.304500666676736	0.0277467813572407	696	420
peak_10045	chr22	37309713	37310335	.	0.333563090809608	0.0277467813572407	794	480
peak_14799	chrX	153381632	153382574	.	0.328265405572006	0.0277597260784829	680	402
peak_11294	chr4	3783945	3784810	.	0.375209140567511	0.0277686017338365	680	368
peak_7712	chr2	29114677	29115720	.	0.306885128639643	0.0278228782116854	898	576
peak_1876	chr10	79101273	79102390	.	0.304050733862735	0.0278379600886601	1870	1036
peak_8003	chr2	95300209	95303866	.	0.222944522750469	0.0278953306185692	4636	2918
peak_11014	chr3	128391961	128393005	.	0.299792837834832	0.02790583590431	1150	760
peak_2647	chr11	67044354	67045674	.	0.350676903968535	0.0279104689218978	1144	690
peak_5345	chr16	83796629	83797348	.	-0.359450539681413	0.0279806248238922	578	680
peak_11637	chr5	10311250	10311466	.	-0.678692790989118	0.0280084292925485	94	144
peak_13055	chr7	64608672	64609836	.	-0.32451601950325	0.0280827176101373	818	940
peak_1818	chr10	77163732	77164265	.	-0.285482505666259	0.0281745015420531	674	588
peak_3028	chr12	3266086	3266973	.	0.281962730844433	0.0281834621733477	1192	686
peak_4644	chr15	100189339	100189765	.	-0.374514567065712	0.0281834621733477	318	362
peak_5931	chr17	50426763	50427768	.	0.29925343206699	0.0282039675126564	1266	964
peak_10865	chr3	113263077	113263410	.	-0.437881061048541	0.0282612740379696	234	314
peak_6383	chr17	79621550	79623081	.	0.219811767998497	0.0282729128616468	1990	1276
peak_7564	chr2	20165903	20166920	.	0.268789217682626	0.0282934976656836	1266	856
peak_5423	chr16	87383355	87385136	.	0.365584047373337	0.0282963284401365	2068	1008
peak_10410	chr3	13313914	13315409	.	0.288012222237117	0.0283174231849304	1454	922
peak_9482	chr21	42227782	42228456	.	-0.299519526115884	0.0283912821727298	716	652
peak_5828	chr17	45657505	45658260	.	0.278808116963063	0.0284724721637969	948	658
peak_11357	chr4	8817527	8819046	.	0.295319946989432	0.0284730252050941	1108	668
peak_9439	chr21	26389947	26390569	.	-0.289088498954638	0.0284913806994214	736	662
peak_2563	chr11	63567123	63567617	.	-0.328328115564669	0.0285016705106356	434	412
peak_6009	chr17	57890099	57891254	.	0.257497939344868	0.0285271196254719	2668	1572
peak_9428	chr21	14863732	14864624	.	-0.294767802096053	0.0285840971618995	844	920
peak_12915	chr7	43522309	43522806	.	0.39355153548266	0.0286420887024013	456	332
peak_11251	chr3	196970320	196971502	.	0.249810240950597	0.0286761069645603	1640	1154
peak_3881	chr14	55398651	55399029	.	-0.484190206715991	0.0287482913440199	296	458
peak_4635	chr15	99123364	99124181	.	0.423623661719676	0.0288552249668704	1244	760
peak_1773	chr10	71689138	71689986	.	0.274106972350465	0.02892304164228	998	668
peak_13956	chr8	140987638	140988126	.	-0.338673770011857	0.0289525032973743	498	450
peak_4770	chr16	4347464	4348186	.	0.31082210615906	0.029054051436179	848	612
peak_6961	chr19	28971431	28971796	.	-0.477462069031912	0.0290619428280181	180	248
peak_14094	chr8	142102733	142103787	.	0.276405752930904	0.0291242803974579	1260	752
peak_3430	chr12	113130318	113131163	.	0.36264304172937	0.029164948370523	1056	606
peak_3640	chr12	131832392	131833524	.	0.273696552660707	0.029167010864119	1284	810
peak_4910	chr16	14180462	14180896	.	-0.283493387667813	0.0291673799757008	686	588
peak_13115	chr7	73865195	73865911	.	0.360525098554111	0.0292043490650106	710	438
peak_2302	chr11	2374802	2375863	.	0.301035979647468	0.0292136209151427	1034	600
peak_13512	chr8	48792173	48792661	.	-0.337310462853011	0.0292136209151427	416	366
peak_12092	chr5	151770425	151771204	.	0.304819338874247	0.0292630206350094	830	498
peak_5593	chr17	18322824	18323380	.	0.303263274338052	0.0293226640255298	764	448
peak_11241	chr3	196169794	196170315	.	-0.310171348335607	0.0293944860321912	1018	814
peak_5928	chr17	50294893	50295317	.	-0.373731109007849	0.0294625059831472	376	428
peak_12881	chr7	35355719	35356062	.	-0.483373716112386	0.0294865762587547	172	204
peak_7856	chr2	60957639	60958136	.	-0.450690945554074	0.0295122572961299	300	382
peak_10898	chr3	123651279	123651991	.	0.312390501117549	0.0295663448909731	718	498
peak_7985	chr2	86704324	86704984	.	-0.299873177716435	0.0296104910968655	570	526
peak_10218	chr22	45263618	45264268	.	0.322852290299981	0.0296610779319463	810	446
peak_14144	chr8	142500459	142501352	.	0.256142813519181	0.0296686454566099	1410	1024
peak_7244	chr19	48134706	48135216	.	-0.304222169129252	0.0297508623992863	568	538
peak_2559	chr11	62958489	62959073	.	-0.326679689226096	0.0298609313448858	428	454
peak_3686	chr13	21050904	21051315	.	-0.474729178509544	0.0298625939034058	180	240
peak_9657	chr22	19711725	19712676	.	0.334214567407167	0.0299423303522432	1328	948
