target_id	V3	V4	V5	V6	V7	V8	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	log2FC	TPMa	TPMb	ensembl_id	gene_name	biotype	description2
1722	ENSG00000133789.15	SWAP70	SWAP70-201	11	  9664077	  9752993	+	2	8.97334073358591	0.000110518414450137	0.0020355123689977	2.89034790540508	1.42108125495625	13.2512075715259	ENSG00000133789	SWAP70	protein_coding	switching B cell complex subunit SWAP70 
1724	ENSG00000139370.12	SLC15A4	SLC15A4-201	12	128793194	128823958	-	2	10.7862272147335	0.000111129887601826	0.00204312595494693	-1.19297180961441	46.6849984750426	20.4980481273033	ENSG00000139370	SLC15A4	protein_coding	solute carrier family 15 member 4 
1726	ENSG00000122861.16	PLAU	PLAU-201	10	 73911132	 73917494	+	1	4.79116261842161	0.000111668989422611	0.00204938426495519	2.53665313403548	1.48960296926518	8.43116879130468	ENSG00000122861	PLAU	protein_coding	plasminogen activator, urokinase 
1727	ENSG00000183813.7	CCR4	CCR4-201	3	 32951644	 32956349	+	1	3.89158571102346	0.000113564277920284	0.00207310081853063	3.59710902628213	0.274769238805844	3.23064639917663	ENSG00000183813	CCR4	protein_coding	C-C motif chemokine receptor 4 
1730	ENSG00000136854.25	STXBP1	STXBP1-201	9	127612277	127692699	+	1	2.20517151839312	0.000113335780440694	0.00207310081853063	5.25228599962162	0.306666514633043	10.2580768304144	ENSG00000136854	STXBP1	protein_coding	syntaxin binding protein 1 
1732	ENSG00000187608.10	ISG15	ISG15-203	1	  1013497	  1014540	+	1	7.60958682242356	0.000116272679041485	0.00211505539970702	-1.67624005486711	535.712717631233	163.849989443462	ENSG00000187608	ISG15	protein_coding	ISG15 ubiquitin like modifier 
1733	ENSG00000197632.9	SERPINB2	SERPINB2-201	18	 63887705	 63903888	+	1	6.3394336670479	0.000116676681174209	0.0021186677634345	-1.22989440623558	33.2342027598357	14.0569076616214	ENSG00000197632	SERPINB2	protein_coding	serpin family B member 2 
1734	ENSG00000196581.11	AJAP1	AJAP1-201	1	  4654732	  4777794	+	1	2.15182918955418	0.000117092795631954	0.00212221525773163	11.0996157423144	0	8.68036060041559	ENSG00000196581	AJAP1	protein_coding	adherens junctions associated protein 1 
1736	ENSG00000058668.16	ATP2B4	ATP2B4-203	1	203626832	203744081	+	1	4.36081489194372	0.000117587358059112	0.00212221525773163	4.69078867000716	0.322894607908439	7.23446034382743	ENSG00000058668	ATP2B4	protein_coding	ATPase plasma membrane Ca2+ transporting 4 
1737	ENSG00000150093.20	ITGB1	ITGB1-201	10	 32900318	 32958230	-	2	5.23392129864439	0.000118106608293383	0.00212221525773163	-3.3462479615754	13.4391236923043	1.12852756693222	ENSG00000150093	ITGB1	protein_coding	integrin subunit beta 1 
1739	ENSG00000140297.13	GCNT3	GCNT3-209	15	 59611784	 59620008	+	1	3.48262974594718	0.00011808204990914	0.00212221525773163	5.15680500413391	0.374813881790539	10.9229189088918	ENSG00000140297	GCNT3	protein_coding	glucosaminyl (N-acetyl) transferase 3, mucin type 
1740	ENSG00000083454.23	P2RX5	P2RX5-201	17	  3673227	  3696155	-	6	26.682556982731	0.000117619559945462	0.00212221525773163	-1.34793521615186	69.5511104705952	22.0724208716674	ENSG00000083454	P2RX5	protein_coding	purinergic receptor P2X 5 
1746	ENSG00000171813.14	PWWP2B	PWWP2B-201	10	132397200	132417859	+	2	7.84130305734286	0.000119111260589127	0.00213283600992406	-2.07830773645495	8.04993510559477	2.36831859991028	ENSG00000171813	PWWP2B	protein_coding	PWWP domain containing 2B 
1756	ENSG00000104044.16	OCA2	OCA2-202	15	 27754875	 28099315	-	1	2.17532655687193	0.000119647294109583	0.00213872130233316	4.34404385587832	0.103722370323942	3.92389631241994	ENSG00000104044	OCA2	protein_coding	OCA2 melanosomal transmembrane protein 
1762	ENSG00000108576.10	SLC6A4	SLC6A4-205	17	 30197921	 30211369	-	2	9.05306501456952	0.000123040502828699	0.00218535259708405	1.37397465270562	3.38005711545434	7.84109006448276	ENSG00000108576	SLC6A4	protein_coding	solute carrier family 6 member 4 
1764	ENSG00000181634.8	TNFSF15	TNFSF15-202	9	114784652	114806039	-	1	4.71429951346398	0.000123103534894884	0.00218535259708405	2.6855897483779	0.41416380376061	2.84461309002525	ENSG00000181634	TNFSF15	protein_coding	TNF superfamily member 15 
1765	ENSG00000108821.14	COL1A1	COL1A1-201	17	 50184101	 50201631	-	2	9.3306262871478	0.000123895444971045	0.00219563164850749	1.46628585090532	9.8016964882968	30.6892246831726	ENSG00000108821	COL1A1	protein_coding	collagen type I alpha 1 chain 
1767	ENSG00000168952.16	STXBP6	STXBP6-202	14	 24809656	 25050064	-	3	11.3007235919003	0.000126979870355881	0.00223875279119754	3.45989797199958	2.88845696463568	35.1316441901981	ENSG00000168952	STXBP6	protein_coding	syntaxin binding protein 6 
1770	ENSG00000225255.6	PSLNR	PSLNR-202	22	 15746630	 15778297	+	1	2.62686745355433	0.000126954348489302	0.00223875279119754	7.75539446173787	0.177862216016751	31.6565368495289	ENSG00000225255	PSLNR	lncRNA	prostate enriched lncRNA 
1771	ENSG00000169435.14	RASSF6	RASSF6-201	4	 73571550	 73620436	-	1	5.48034424506709	0.000126569943045389	0.00223875279119754	-3.23779311455195	11.6046024144828	1.00180931782883	ENSG00000169435	RASSF6	protein_coding	Ras association domain family member 6 
1772	ENSG00000078328.23	RBFOX1	RBFOX1-231	16	  7304250	  7713265	+	1	2.12364415414198	0.000130327113931477	0.00228993842093569	3.1590563390542	0.845500819180757	7.68599455255365	ENSG00000078328	RBFOX1	protein_coding	RNA binding fox-1 homolog 1 
1773	ENSG00000186462.9	NAP1L2	NAP1L2-201	X	 73212299	 73214851	-	1	2.12222352696502	0.000130175350970836	0.00228993842093569	9.60502111231184	0	3.45273201495446	ENSG00000186462	NAP1L2	protein_coding	nucleosome assembly protein 1 like 2 
1774	ENSG00000085491.17	SLC25A24	SLC25A24-201	1	108134820	108200279	-	2	9.69482166139545	0.000131519277423857	0.0023069554886899	2.74525609684119	2.12812555212806	15.5243698530566	ENSG00000085491	SLC25A24	protein_coding	solute carrier family 25 member 24 
1776	ENSG00000108679.13	LGALS3BP	LGALS3BP-201	17	 78971255	 78979923	-	1	2.12196699466409	0.000133685160333256	0.0023409656089596	-3.69459665630224	7.07373058342277	0.534635570438845	ENSG00000108679	LGALS3BP	protein_coding	galectin 3 binding protein 
1782	ENSG00000247381.3	PLUT	PLUT-201	13	 27819376	 27917298	-	1	2.0921956528508	0.000140152612226205	0.00243766280354314	9.49452621082024	0	3.25396918825457	ENSG00000247381	PLUT	lncRNA	PDX1 associated lncRNA, upregulator of transcription 
1795	ENSG00000106560.11	GIMAP2	GIMAP2-201	7	150685706	150693641	+	1	5.47972460952507	0.000146046993203792	0.00252316363132983	-1.52600042245397	22.0464223819993	8.50610655746366	ENSG00000106560	GIMAP2	protein_coding	GTPase, IMAP family member 2 
1796	ENSG00000138061.12	CYP1B1	CYP1B1-205	2	 38067509	 38076151	-	1	3.55517625165054	0.00014808653905847	0.0025541213442292	4.72540348679374	0.149328201777864	3.8731875902402	ENSG00000138061	CYP1B1	protein_coding	cytochrome P450 family 1 subfamily B member 1 
1797	ENSG00000168685.15	IL7R	IL7R-201	5	 35856891	 35879603	+	1	4.86484439957458	0.00014853379054047	0.0025575584568187	1.41908988518522	2.5007434422718	6.31772748715773	ENSG00000168685	IL7R	protein_coding	interleukin 7 receptor 
1805	ENSG00000290346.1			14	 18710875	 18712497	-	1	2.06837822006248	0.000150799782889082	0.00257935151031177	9.42690204309482	0	24.1449811212984	ENSG00000290346		lncRNA	novel transcript
1806	ENSG00000163207.7	IVL	IVL-201	1	152908546	152911886	+	1	4.19643746466251	0.000152117999675871	0.00259759114016049	4.15802421650921	0.301978509083357	7.28295558718734	ENSG00000163207	IVL	protein_coding	involucrin 
1807	ENSG00000073849.16	ST6GAL1	ST6GAL1-201	3	186930526	187078553	+	4	17.1371323462732	0.000152745143868838	0.00260398911382346	-2.29907829231814	77.8595092813141	14.5654905674059	ENSG00000073849	ST6GAL1	protein_coding	ST6 beta-galactoside alpha-2,6-sialyltransferase 1 
1813	ENSG00000139515.6	PDX1	PDX1-201	13	 27920000	 27926313	+	1	2.07690313913233	0.000156511959620259	0.00265261515400989	9.51262289500724	0	3.5064552896608	ENSG00000139515	PDX1	protein_coding	pancreatic and duodenal homeobox 1 
1814	ENSG00000106688.12	SLC1A1	SLC1A1-201	9	  4490468	  4587469	+	1	3.33067309474293	0.000156626200193138	0.00265261515400989	-5.42101868567837	2.68896121656202	0.0710788362316169	ENSG00000106688	SLC1A1	protein_coding	solute carrier family 1 member 1 
1815	ENSG00000186310.10	NAP1L3	NAP1L3-201	X	 93670930	 93673578	-	1	2.11712983575713	0.000156244467483554	0.00265261515400989	9.60101178308289	0	3.44994380501605	ENSG00000186310	NAP1L3	protein_coding	nucleosome assembly protein 1 like 3 
1817	ENSG00000081237.21	PTPRC	PTPRC-203	1	198639095	198735252	+	4	19.7422278230419	0.000158412549007587	0.00266440170928786	-1.54007682509807	72.2122650507707	24.980188198169	ENSG00000081237	PTPRC	protein_coding	protein tyrosine phosphatase receptor type C 
1821	ENSG00000062282.15	DGAT2	DGAT2-201	11	 75768778	 75801534	+	3	11.9813764841037	0.000158791757282339	0.00266440170928786	1.91817488979028	4.49267131187153	19.1825208769031	ENSG00000062282	DGAT2	protein_coding	diacylglycerol O-acyltransferase 2 
1824	ENSG00000183688.4	RFLNB	RFLNB-201	17	   439978	   445939	-	1	4.43872215685708	0.000158866488643072	0.00266440170928786	2.19575550694292	0.634219643855601	3.42559522449357	ENSG00000183688	RFLNB	protein_coding	refilin B 
1825	ENSG00000152684.11	PELO	PELO-201	5	 52787916	 52804044	+	2	10.0327225026118	0.000158606391453166	0.00266440170928786	1.29350557904322	9.59190834796515	21.6176606485759	ENSG00000152684	PELO	protein_coding	pelota mRNA surveillance and ribosome rescue factor 
1827	ENSG00000129422.15	MTUS1	MTUS1-202	8	 17643799	 17697670	-	1	2.74042500319026	0.000158872120536362	0.00266440170928786	6.67027022598909	0.161786563137837	8.32356823380256	ENSG00000129422	MTUS1	protein_coding	microtubule associated scaffold protein 1 
1828	ENSG00000163563.8	MNDA	MNDA-201	1	158831351	158849502	+	1	6.53654826822738	0.000159741240369976	0.00267462849541548	-1.55380040042472	48.209213127688	14.9569816442442	ENSG00000163563	MNDA	protein_coding	myeloid cell nuclear differentiation antigen 
1833	ENSG00000138083.5	SIX3	SIX3-201	2	 44941702	 44946071	+	1	4.19840287272199	0.00016238056647582	0.0027058020691493	-2.89304478911475	4.68147503843375	0.493308424907697	ENSG00000138083	SIX3	protein_coding	SIX homeobox 3 
1834	ENSG00000203883.7	SOX18	SOX18-201	20	 64047582	 64049639	-	1	3.52606072674855	0.000162390098972602	0.0027058020691493	4.79175682052111	0.219932366137945	6.25584300709478	ENSG00000203883	SOX18	protein_coding	SRY-box transcription factor 18 
1835	ENSG00000189152.11	GRAPL	GRAPL-202	17	 19132053	 19138588	+	2	5.09887105410755	0.000163656114219857	0.00272249864848969	-3.10310274694254	14.9072022899998	1.95747381100171	ENSG00000189152	GRAPL	protein_coding	GRB2 related adaptor protein like 
1837	ENSG00000102870.6	ZNF629	ZNF629-201	16	 30778456	 30787205	-	1	5.45943471680374	0.00016422891006036	0.00272730072232223	-1.16679354333532	3.60849809504043	1.69600457027246	ENSG00000102870	ZNF629	protein_coding	zinc finger protein 629 
1838	ENSG00000135605.13	TEC	TEC-201	4	 48135783	 48269838	-	2	10.0707183085572	0.000164473632856741	0.00272730072232223	-1.54505565315876	17.6965689125035	5.03559226500888	ENSG00000135605	TEC	protein_coding	tec protein tyrosine kinase 
1840	ENSG00000291204.1			14	 18914092	 18916544	-	1	2.03529638239152	0.000166074985235951	0.0027450278809673	9.32126964335742	0	13.5277627566938	ENSG00000291204		lncRNA	novel transcript
1846	ENSG00000290523.1			21	 10413532	 10491615	+	1	2.06584610447604	0.000167720181364207	0.00276336413832337	9.65299052301749	0	5.71695365881073	ENSG00000290523		lncRNA	novel transcript
1851	ENSG00000226777.9	FAM30A	FAM30A-203	14	105918438	105922672	+	2	6.44783970781123	0.000172447890280145	0.00283672653963224	-2.8309607798648	14.1768149494724	2.1572471596393	ENSG00000226777	FAM30A	lncRNA	family with sequence similarity 30 member A 
1853	ENSG00000198033.12	TUBA3C	TUBA3C-201	13	 19173772	 19181824	-	1	2.03388477961231	0.000173897954116062	0.00285312058809844	9.48846204184073	0	5.35657610170105	ENSG00000198033	TUBA3C	protein_coding	tubulin alpha 3c 
1854	ENSG00000139998.16	RAB15	RAB15-203	14	 64945816	 64972336	-	2	9.15262862635601	0.000173997755469645	0.00285312058809844	2.43439190129595	3.90859768908274	20.358668767529	ENSG00000139998	RAB15	protein_coding	RAB15, member RAS oncogene family 
1864	ENSG00000258314.3			14	 19024090	 19055446	+	1	2.01811486814349	0.000179206191042472	0.00291995680001904	9.46734321826323	0	51.8946022304215	ENSG00000258314		lncRNA	novel transcript
1865	ENSG00000112799.9	LY86	LY86-201	6	  6588720	  6654982	+	1	6.27198856577403	0.000179173260527469	0.00291995680001904	-1.13521006434812	70.3013661317485	30.1830900048327	ENSG00000112799	LY86	protein_coding	lymphocyte antigen 86 
1866	ENSG00000170743.17	SYT9	SYT9-201	11	  7251904	  7469043	+	1	2.02859002603867	0.000179660922100895	0.00292274881790005	9.38439141477469	0	2.18164334571227	ENSG00000170743	SYT9	protein_coding	synaptotagmin 9 
1868	ENSG00000186860.5	KRTAP17-1	KRTAP17-1-201	17	 41314912	 41315710	-	1	3.15254223453227	0.000181715383835282	0.00294687495106461	-6.63132943408788	24.6617448675958	0.333999669941905	ENSG00000186860	KRTAP17-1	protein_coding	keratin associated protein 17-1 
1887	ENSG00000164904.18	ALDH7A1	ALDH7A1-205	5	126544785	126595232	-	5	15.6435522680062	0.00018938841854334	0.00305211273258752	2.30473896425875	7.1208615430481	38.7272608374378	ENSG00000164904	ALDH7A1	protein_coding	aldehyde dehydrogenase 7 family member A1 
1894	ENSG00000232677.11	LINC00665	LINC00665-206	19	 36319716	 36331718	-	2	5.33505915103008	0.000191187887539376	0.00307151381944101	3.07929308096681	1.94395821505174	17.6739374377751	ENSG00000232677	LINC00665	lncRNA	long intergenic non-protein coding RNA 665 
1899	ENSG00000129595.14	EPB41L4A	EPB41L4A-201	5	112162619	112419277	-	1	6.3731870401347	0.000195410123596195	0.00311990714360861	1.14750939477048	9.7560291781934	22.672463536452	ENSG00000129595	EPB41L4A	protein_coding	erythrocyte membrane protein band 4.1 like 4A 
1901	ENSG00000175806.15	MSRA	MSRA-201	8	 10054292	 10428891	+	1	4.98932232432658	0.000195278325368126	0.00311990714360861	1.79480037262477	4.4399444824063	13.3766197231379	ENSG00000175806	MSRA	protein_coding	methionine sulfoxide reductase A 
1902	ENSG00000179841.8	AKAP5	AKAP5-202	14	 64465499	 64474503	+	1	5.52522980998321	0.000196217961524785	0.00312796299098398	1.00074533857427	1.74049974751889	3.44095680251676	ENSG00000179841	AKAP5	protein_coding	A-kinase anchoring protein 5 
1903	ENSG00000184530.9	C6orf58	C6orf58-201	6	127577174	127591820	+	1	3.7279908785584	0.000197220066994185	0.00313424926190759	3.92509732624222	0.790546851116751	8.52408565899711	ENSG00000184530	C6orf58	protein_coding	chromosome 6 open reading frame 58 
1904	ENSG00000244198.7	ARHGEF35-AS1	ARHGEF35-AS1-209	7	144195493	144216657	+	1	4.95448722749635	0.000196964848870601	0.00313424926190759	-1.19528642893646	6.68862218445557	3.26992678523754	ENSG00000244198	ARHGEF35-AS1	lncRNA	ARHGEF35 antisense RNA 1 
1905	ENSG00000101849.18	TBL1X	TBL1X-205	X	  9463331	  9719740	+	2	9.38521119084562	0.000198545336396575	0.00315045630706811	-2.04522070829501	15.5104027013355	3.80836277432693	ENSG00000101849	TBL1X	protein_coding	transducin beta like 1 X-linked 
1907	ENSG00000268916.6	CSAG3	CSAG3-201	X	152759218	152760219	+	1	2.51738240749179	0.000199254528492519	0.00315685285233769	10.2723942308676	0.0485713798488533	21.8632341782862	ENSG00000268916	CSAG3	protein_coding	CSAG family member 3 
1910	ENSG00000137843.12	PAK6	PAK6-201	15	 40239870	 40277487	+	1	4.88430439564654	0.000199850126802458	0.00316143283411128	2.06370044022115	2.70967046749286	12.8551653951756	ENSG00000137843	PAK6	protein_coding	p21 (RAC1) activated kinase 6 
1914	ENSG00000290401.1	GRM5P1	GRM5P1-206	11	 49558546	 49810417	+	1	2.31113100886779	0.000200959716135159	0.00316926378014989	8.64050632821411	0	4.30989009724237	ENSG00000290401	GRM5P1	lncRNA	GRM5 pseudogene 1 
1919	ENSG00000138678.11	GPAT3	GPAT3-202	4	 83536108	 83605875	+	1	4.47978314537808	0.000205512169288837	0.00322135640432381	-2.11258652215103	7.72174203778285	1.44423067965709	ENSG00000138678	GPAT3	protein_coding	glycerol-3-phosphate acyltransferase 3 
1940	ENSG00000157985.20	AGAP1	AGAP1-201	2	235494043	236131793	+	2	10.1711578914291	0.000209469754526727	0.00326355143230915	1.24513766247046	3.26461143351185	6.6051673099833	ENSG00000157985	AGAP1	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 
1943	ENSG00000259869.2			10	 42751178	 42754297	-	1	2.79631007287362	0.000211448688734286	0.00328273328887908	7.69017729863917	0.0203427871995425	4.05422152626007	ENSG00000259869		lncRNA	novel transcript
1954	ENSG00000107438.9	PDLIM1	PDLIM1-201	10	 95237572	 95291003	-	1	8.35142476105629	0.000213452500720256	0.00330067330199208	-1.43255443786315	362.109082939653	114.140180046083	ENSG00000107438	PDLIM1	protein_coding	PDZ and LIM domain 1 
1955	ENSG00000145715.15	RASA1	RASA1-201	5	 87267883	 87391916	+	3	17.0887983482309	0.000216958686043073	0.00334986809558121	-1.00007822126768	36.894624339526	17.2721009174277	ENSG00000145715	RASA1	protein_coding	RAS p21 protein activator 1 
1958	ENSG00000139263.12	LRIG3	LRIG3-202	12	 58872149	 58919546	-	1	2.57483960076939	0.000217712962363743	0.00335648952738363	8.97876758292194	0.0159748399509673	5.31249931108187	ENSG00000139263	LRIG3	protein_coding	leucine rich repeats and immunoglobulin like domains 3 
1959	ENSG00000213626.13	LBH	LBH-201	2	 30231534	 30260028	+	1	7.04051175023219	0.000218326940682244	0.00336093144208458	-1.0507346966643	51.7082151220115	25.6543162318938	ENSG00000213626	LBH	protein_coding	LBH regulator of WNT signaling pathway 
1960	ENSG00000285819.1			2	131191641	131209211	-	1	1.94581440711999	0.000218750013339228	0.00336242568939016	9.0654609907105	0	5.60555512578685	ENSG00000285819		lncRNA	novel transcript
1961	ENSG00000146376.11	ARHGAP18	ARHGAP18-201	6	129576132	129710177	-	1	7.00841413782397	0.000221873936544348	0.00340536872249763	-1.004072291154	24.5534229122949	11.6259701030918	ENSG00000146376	ARHGAP18	protein_coding	Rho GTPase activating protein 18 
1962	ENSG00000205213.14	LGR4	LGR4-201	11	 27365961	 27472790	-	1	6.22743943213691	0.000223049748782372	0.0034183285422606	2.50184540754989	2.83553422965561	16.1504821970082	ENSG00000205213	LGR4	protein_coding	leucine rich repeat containing G protein-coupled receptor 4 
1963	ENSG00000185483.13	ROR1	ROR1-201	1	 63774017	 64181498	+	1	2.68446403418501	0.000223547119386475	0.00342086793672419	-3.82766556278692	2.52426826553951	0.287543374222266	ENSG00000185483	ROR1	protein_coding	receptor tyrosine kinase like orphan receptor 1 
1968	ENSG00000164951.16	PDP1	PDP1-201	8	 93916923	 93926068	+	1	4.93086505726825	0.000224560511677856	0.00342798531783443	-1.82146820376986	5.98201718044824	1.58483243426491	ENSG00000164951	PDP1	protein_coding	pyruvate dehydrogenase phosphatase catalytic subunit 1 
1969	ENSG00000121104.8	FAM117A	FAM117A-201	17	 49710332	 49764131	-	1	5.68402278947289	0.000225952577308637	0.00344235580851001	-1.02519249285998	15.3232919123364	7.72977435116358	ENSG00000121104	FAM117A	protein_coding	family with sequence similarity 117 member A 
1970	ENSG00000154080.14	CHST9	CHST9-201	18	 26915779	 27185298	-	1	3.53264289818649	0.000227238510832281	0.00345684070903267	5.32311423278062	0.345489467770347	12.3983959470179	ENSG00000154080	CHST9	protein_coding	carbohydrate sulfotransferase 9 
1972	ENSG00000144229.13	THSD7B	THSD7B-201	2	136765545	137677718	+	1	2.76719002023515	0.000228982731593578	0.00347824432055399	-7.43888300803281	2.57496868841169	0	ENSG00000144229	THSD7B	protein_coding	thrombospondin type 1 domain containing 7B 
1975	ENSG00000005102.14	MEOX1	MEOX1-201	17	 43640389	 43661922	-	1	3.53886988113221	0.00023121098459291	0.00350177693846001	4.64803183998823	0.201004172884721	6.25177852412985	ENSG00000005102	MEOX1	protein_coding	mesenchyme homeobox 1 
1980	ENSG00000112773.16	TENT5A	TENT5A-201	6	 81745730	 81752681	-	2	4.08454228906485	0.000236857258589203	0.0035767873573778	5.06024976014989	0.263484056676799	9.85512482972981	ENSG00000112773	TENT5A	protein_coding	terminal nucleotidyltransferase 5A 
1984	ENSG00000135480.17	KRT7	KRT7-209	12	 52247658	 52248921	+	2	7.11566610248881	0.000241490787606625	0.00363277601203697	2.75963769165506	4.12991278124029	36.8147112455368	ENSG00000135480	KRT7	protein_coding	keratin 7 
2003	ENSG00000206557.6	TRIM71	TRIM71-201	3	 32817997	 32897824	+	1	4.50427519240172	0.000244606535377403	0.00366164267907479	-5.05134303525979	4.34621763750679	0.0587224545179208	ENSG00000206557	TRIM71	protein_coding	tripartite motif containing 71 
2004	ENSG00000162692.12	VCAM1	VCAM1-201	1	100719742	100739045	+	1	5.76523574117085	0.000245655746567839	0.00366670531128899	2.41999049508293	3.25974234941863	19.0189845647925	ENSG00000162692	VCAM1	protein_coding	vascular cell adhesion molecule 1 
2005	ENSG00000102962.5	CCL22	CCL22-201	16	 57358783	 57366189	+	1	8.04755725514093	0.000245344072640757	0.00366670531128899	3.82905635142992	18.7394346680626	238.589840243791	ENSG00000102962	CCL22	protein_coding	C-C motif chemokine ligand 22 
2006	ENSG00000273792.1			15	 60847757	 60849068	-	1	3.39849801260272	0.000246615677280602	0.00367211593454892	5.23467503328005	0.264324079353129	11.854929667429	ENSG00000273792		lncRNA	novel transcript, sense intronic to RORA
2011	ENSG00000150636.17	CCDC102B	CCDC102B-202	18	 68823374	 68897793	+	1	2.94111942456819	0.00025010062543387	0.00371156525284163	3.2132634728469	2.9694223111386	26.4834852656881	ENSG00000150636	CCDC102B	protein_coding	coiled-coil domain containing 102B 
2029	ENSG00000070404.10	FSTL3	FSTL3-201	19	   676392	   683385	+	2	9.72188892884853	0.000257595298182658	0.00379548272207991	2.35300235676703	5.5214796461416	21.9215441348398	ENSG00000070404	FSTL3	protein_coding	follistatin like 3 
2035	ENSG00000072832.15	CRMP1	CRMP1-206	4	  5820784	  5826861	-	1	2.24891599978207	0.000265991436581589	0.00390802802977565	8.98357313543615	0	4.44515272628101	ENSG00000072832	CRMP1	protein_coding	collapsin response mediator protein 1 
2036	ENSG00000073464.13	CLCN4	CLCN4-202	X	 10156975	 10237660	+	1	5.22135065934097	0.000268315997341233	0.00393657353709457	-1.42672992555413	4.7845125384475	2.074439930507	ENSG00000073464	CLCN4	protein_coding	chloride voltage-gated channel 4 
2042	ENSG00000065320.9	NTN1	NTN1-201	17	  9021510	  9244000	+	1	4.55653750432282	0.00027650578277683	0.00404522077100741	1.85319636730312	0.565209679320683	2.08354091647834	ENSG00000065320	NTN1	protein_coding	netrin 1 
2052	ENSG00000167600.14	CYP2S1	CYP2S1-201	19	 41193219	 41207539	+	1	1.93114692451698	0.000278533287800383	0.00405586704078366	9.2437173527649	0	4.13788166016926	ENSG00000167600	CYP2S1	protein_coding	cytochrome P450 family 2 subfamily S member 1 
2055	ENSG00000082781.12	ITGB5	ITGB5-201	3	124761948	124887365	-	1	2.67413884659834	0.000279630122687139	0.00405640658986661	-4.44854433054359	8.3781846429215	0.782756546419024	ENSG00000082781	ITGB5	protein_coding	integrin subunit beta 5 
2056	ENSG00000117477.13	CCDC181	CCDC181-202	1	169394870	169427474	-	1	2.44304390703334	0.000281447362655166	0.00407131570606646	4.56107121938528	0.213346121979615	5.27145982777054	ENSG00000117477	CCDC181	protein_coding	coiled-coil domain containing 181 
2063	ENSG00000134532.20	SOX5	SOX5-206	12	 23529504	 23949670	-	1	5.06083306343941	0.000281938855021476	0.00407271337631863	2.6531296876155	1.36585323302411	8.32693505636748	ENSG00000134532	SOX5	protein_coding	SRY-box transcription factor 5 
2064	ENSG00000137198.10	GMPR	GMPR-201	6	 16238587	 16295549	+	1	1.86783969782399	0.000282769233082053	0.00407899562238923	-5.43918262219608	4.16349143489634	0	ENSG00000137198	GMPR	protein_coding	guanosine monophosphate reductase 
2074	ENSG00000213999.17	MEF2B	MEF2B-202	19	 19145593	 19170289	-	2	5.35276516507854	0.000292788087614062	0.00419418935507144	-3.6002525624321	20.8269183311469	1.85353757382446	ENSG00000213999	MEF2B	protein_coding	myocyte enhancer factor 2B 
2085	ENSG00000172575.14	RASGRP1	RASGRP1-201	15	 38488103	 38564814	-	3	15.7024836365793	0.000300859563371949	0.00427419495401967	-1.47228077294018	44.4822945410305	16.4792164223076	ENSG00000172575	RASGRP1	protein_coding	RAS guanyl releasing protein 1 
2094	ENSG00000268104.3	SLC6A14	SLC6A14-202	X	116436606	116461458	+	1	2.52688771657233	0.000300445658436865	0.00427419495401967	8.9996544489344	0.0128461210820825	6.65258789184542	ENSG00000268104	SLC6A14	protein_coding	solute carrier family 6 member 14 
2109	ENSG00000077713.19	SLC25A43	SLC25A43-201	X	119399336	119454478	+	1	5.46045922745505	0.000312553902330697	0.00440393572218417	1.13911375248301	5.0561592483958	10.6460939974991	ENSG00000077713	SLC25A43	protein_coding	solute carrier family 25 member 43 
2110	ENSG00000162894.12	FCMR	FCMR-201	1	206903317	206921941	-	4	11.8871813047191	0.000314118552717443	0.00441994372814149	-2.51468417201438	35.6960428133826	4.86775557344269	ENSG00000162894	FCMR	protein_coding	Fc mu receptor 
2114	ENSG00000271503.6	CCL5	CCL5-202	17	 35871491	 35880360	-	2	10.6903747977117	0.000315041494861725	0.00442689097820686	1.32548193958543	33.4071552906783	73.8634279520678	ENSG00000271503	CCL5	protein_coding	C-C motif chemokine ligand 5 
2119	ENSG00000269526.2	ERVV-1	ERVV-1-201	19	 53013921	 53016123	+	1	1.82205312079695	0.000318708699324784	0.00446019202827113	8.70900254670255	0	2.44541786712218	ENSG00000269526	ERVV-1	protein_coding	endogenous retrovirus group V member 1, envelope 
2120	ENSG00000137078.10	SIT1	SIT1-201	9	 35649295	 35650931	-	2	7.55352045545295	0.000318387052097237	0.00446019202827113	-1.55039271228975	41.5917834663748	12.0329333875582	ENSG00000137078	SIT1	protein_coding	signaling threshold regulating transmembrane adaptor 1 
2122	ENSG00000085871.9	MGST2	MGST2-201	4	139665819	139704243	+	1	3.79183389593903	0.000320662662622604	0.00448145623616469	-3.65709951000938	20.9361510997605	1.57698795133956	ENSG00000085871	MGST2	protein_coding	microsomal glutathione S-transferase 2 
2123	ENSG00000213809.9	KLRK1	KLRK1-201	12	 10372353	 10390041	-	1	1.8276476918365	0.000322198307914583	0.00449682455728148	-3.33938612768633	5.3113533509519	0.50091676555424	ENSG00000213809	KLRK1	protein_coding	killer cell lectin like receptor K1 
2129	ENSG00000164626.9	KCNK5	KCNK5-201	6	 39188971	 39229475	-	1	5.67782244153168	0.000325007372351254	0.00452167716217466	1.37380933832242	3.04574319997753	9.02257607366427	ENSG00000164626	KCNK5	protein_coding	potassium two pore domain channel subfamily K member 5 
