seqnames	start	end	width	strand	V4	V5	V6	V7	V8	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj	countsa	countsb
chr1	119572588	119572826	239	*	peak_2440	-1.76084972040308	2.82278101354641e-13	106	248	Intron (ENST00000632456.2/105378935, intron 1 of 6)	1	119434166	119587451	153286	2	105378935	ENST00000632456.2	14625	NA	LOC105378935	uncharacterized LOC105378935	NA	NA	NA	NA	NA
chr3	52220475	52222199	1725	*	peak_25967	1.00665060290948	2.87370983261413e-13	996	308	3' UTR	3	52221080	52225645	4566	2	54106	ENST00000360658.3	3446	ENSG00000239732	TLR9	toll like receptor 9	NA	NA	NA	NA	NA
chr20	20352051	20352395	345	*	peak_21253	-1.66676949236326	2.87498328110351e-13	112	270	Intron (ENST00000245957.10/26074, intron 26 of 26)	20	20368104	20370949	2846	1	3642	ENST00000310227.3	-15709	ENSG00000173404	INSM1	INSM transcriptional repressor 1	NA	NA	NA	NA	NA
chr2	171334135	171334497	363	*	peak_20237	-1.33551677929023	2.88162712445239e-13	234	432	Promoter (1-2kb)	2	171323788	171332795	9008	2	79828	ENST00000483284.5	-1340	ENSG00000123600	METTL8	methyltransferase 8, tRNA N3-cytidine	NA	NA	NA	NA	NA
chr13	64062295	64063005	711	*	peak_9120	-1.44647981748097	2.94492797766861e-13	194	350	Intron (ENST00000650541.1/144766, intron 1 of 6)	13	63986371	64076011	89641	2	144766	ENST00000456627.1	13006	ENSG00000227674	LINC00355	long intergenic non-protein coding RNA 355	NA	NA	NA	NA	NA
chr13	40251224	40251575	352	*	peak_9072	-1.57300600684912	2.95906172364548e-13	116	226	Intron (ENST00000615947.1/124903162, intron 1 of 3)	13	40079106	40273509	194404	2	124903162	ENST00000615947.1	21934	NA	LOC124903162	uncharacterized LOC124903162	NA	NA	NA	NA	NA
chr4	54546014	54546458	445	*	peak_27648	-1.05190529811381	3.01261675706622e-13	458	682	Distal Intergenic	4	54603211	54607131	3921	2	339978	ENST00000508484.1	60673	ENSG00000250456	LINC02260	long intergenic non-protein coding RNA 2260	NA	NA	NA	NA	NA
chr1	41023408	41024204	797	*	peak_1589	1.31661193183431	3.04726981075993e-13	792	186	Promoter (<=1kb)	1	41015597	41023237	7641	2	200172	ENST00000359345.5	-171	ENSG00000171790	SLFNL1	schlafen like 1	NA	NA	NA	NA	NA
chr8	629042	630131	1090	*	peak_31907	-1.33691860367557	3.07073452282675e-13	302	482	Intron (ENST00000522706.5/157697, intron 3 of 3)	8	616526	640632	24107	2	157697	ENST00000519909.1	10501	ENSG00000104714	ERICH1	glutamate rich 1	NA	NA	NA	NA	NA
chr10	19695715	19696206	492	*	peak_3557	-1.20688633642278	3.14873297532647e-13	270	376	Intron (ENST00000454679.7/340895, intron 38 of 39)	10	19692310	19790401	98092	1	340895	ENST00000480707.1	3405	ENSG00000204740	MALRD1	MAM and LDL receptor class A domain containing 1	NA	NA	NA	NA	NA
chrX	47311765	47312633	869	*	peak_35176	-1.2324232683745	3.16663672035339e-13	220	336	Distal Intergenic	23	47370578	47414498	43921	1	7712	ENST00000377073.4	-57945	ENSG00000147117	ZNF157	zinc finger protein 157	NA	NA	NA	NA	NA
chr2	22545819	22546562	744	*	peak_18460	-1.28364742473355	3.24646037785269e-13	338	544	Promoter (1-2kb)	2	22530070	22544742	14673	2	105374322	ENST00000833274.1	-1077	ENSG00000228999	LINC01830	long intergenic non-protein coding RNA 1830	NA	NA	NA	NA	NA
chr5	75601717	75602378	662	*	peak_28349	-1.41688916779956	3.24848218072405e-13	204	380	3' UTR	5	75597417	75597988	572	1	51426	ENST00000502567.1	4300	ENSG00000122008	POLK	DNA polymerase kappa	NA	NA	NA	NA	NA
chr6	33875023	33876508	1486	*	peak_29612	1.23148075486349	3.27754204718141e-13	744	216	Intron (ENST00000799603.1/100507584, intron 2 of 2)	6	33891327	33915115	23789	1	105375026	ENST00000666355.1	-14819	NA	LOC105375026	uncharacterized LOC105375026	NA	NA	NA	NA	NA
chr1	155175047	155176301	1255	*	peak_2607	1.00958602822841	3.29321327424231e-13	878	286	Promoter (<=1kb)	1	155174754	155184971	10218	1	80128	ENST00000611379.1	293	ENSG00000163462	TRIM46	tripartite motif containing 46	NA	NA	NA	NA	NA
chr6	35939413	35939711	299	*	peak_29711	-1.54526544474566	3.29321327424231e-13	142	264	Intron (ENST00000806303.1/105375035, intron 1 of 2)	6	35886726	35921342	34617	2	6732	ENST00000508473.5	-18071	ENSG00000096063	SRPK1	SRSF protein kinase 1	NA	NA	NA	NA	NA
chr2	240870004	240872191	2188	*	peak_20943	1.14554781535355	3.30183677203108e-13	1614	400	Promoter (<=1kb)	2	240871189	240876013	4825	1	189	ENST00000476698.1	0	ENSG00000172482	AGXT	alanine--glyoxylate aminotransferase	NA	NA	NA	NA	NA
chr3	126991565	126992584	1020	*	peak_26479	1.22938983789528	3.30183677203108e-13	600	164	Exon (ENST00000393409.3/5361, exon 3 of 32)	3	126983115	127037389	54275	1	5361	ENST00000393409.3	8450	ENSG00000114554	PLXNA1	plexin A1	NA	NA	NA	NA	NA
chr1	211484709	211485813	1105	*	peak_3221	1.41882436749764	3.40182889316885e-13	710	172	Intron (ENST00000484910.1/343035, intron 1 of 1)	1	211476522	211492031	15510	2	343035	ENST00000484910.1	6218	ENSG00000198570	RD3	RD3 regulator of GUCY2D	NA	NA	NA	NA	NA
chr21	31561762	31562093	332	*	peak_22630	-1.07605244725176	3.41508014647239e-13	352	484	Promoter (1-2kb)	21	31212631	31559977	347347	2	7074	ENST00000469412.5	-1785	ENSG00000156299	TIAM1	TIAM Rac1 associated GEF 1	NA	NA	NA	NA	NA
chr1	36112657	36114015	1359	*	peak_1350	1.23895161160309	3.42056985305616e-13	638	194	Intron (ENST00000397799.2/1296, intron 2 of 3)	1	36095239	36125222	29984	2	1296	ENST00000397799.2	11207	ENSG00000171812	COL8A2	collagen type VIII alpha 2 chain	NA	NA	NA	NA	NA
chr2	25359173	25360450	1278	*	peak_18529	1.05192199211853	3.43207063854764e-13	1240	426	Distal Intergenic	2	25281452	25342590	61139	2	1788	ENST00000406659.3	-16583	ENSG00000119772	DNMT3A	DNA methyltransferase 3 alpha	NA	NA	NA	NA	NA
chr3	16796656	16797101	446	*	peak_25288	-1.45108922155312	3.51418475744624e-13	134	228	Distal Intergenic	3	16802651	17011084	208434	1	23228	ENST00000460467.1	-5550	ENSG00000154822	PLCL2	phospholipase C like 2	NA	NA	NA	NA	NA
chr21	15498539	15498767	229	*	peak_22591	-1.69938688992985	3.5257150835032e-13	86	190	Intron (ENST00000634644.1/101927745, intron 4 of 11)	21	15370501	15494632	124132	2	101927745	ENST00000828175.1	-3907	ENSG00000229425	LOC101927745	uncharacterized LOC101927745	NA	NA	NA	NA	NA
chr16	67002328	67003467	1140	*	peak_12772	1.03099402022418	3.6231747916902e-13	806	264	Promoter (1-2kb)	16	67004822	67006695	1874	1	283848	ENST00000544986.1	-1355	ENSG00000172824	CES4A	carboxylesterase 4A	NA	NA	NA	NA	NA
chr17	18115597	18116623	1027	*	peak_13775	1.23589909970607	3.62733717672972e-13	638	204	Intron (ENST00000647165.2/51168, intron 1 of 65)	17	18123113	18124565	1453	1	51168	ENST00000651088.1	-6490	ENSG00000091536	MYO15A	myosin XVA	NA	NA	NA	NA	NA
chr2	107303957	107304371	415	*	peak_19538	-1.20142414060281	3.67992334321048e-13	332	572	Intron (ENST00000443123.1/105373536, intron 1 of 3)	2	107266153	107365543	99391	2	105373536	ENST00000455614.1	61172	NA	LINC01789	long intergenic non-protein coding RNA 1789	NA	NA	NA	NA	NA
chr10	58618004	58618628	625	*	peak_4050	-1.15371999568985	3.80143633143083e-13	286	426	Intron (ENST00000373886.8/80114, intron 1 of 20)	10	58620849	58650867	30019	1	80114	ENST00000476684.1	-2221	ENSG00000122870	BICC1	BicC family RNA binding protein 1	NA	NA	NA	NA	NA
chr17	64775720	64776477	758	*	peak_14992	1.60826282037973	3.82895720060566e-13	588	122	Intron (ENST00000578492.5/109286553, intron 2 of 11)	17	64749686	64778669	28984	2	109286553	ENST00000717267.1	2192	ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene	NA	NA	NA	NA	NA
chr15	57862852	57863472	621	*	peak_10485	-1.15003718702222	3.87055409354214e-13	278	432	Distal Intergenic	15	57953429	57964791	11363	2	8854	ENST00000560312.5	101319	ENSG00000128918	ALDH1A2	aldehyde dehydrogenase 1 family member A2	NA	NA	NA	NA	NA
chr4	56629432	56629968	537	*	peak_27664	-1.73472010458032	3.90225638181969e-13	156	384	Distal Intergenic	4	56655468	56663073	7606	1	124900708	ENST00000848636.1	-25500	NA	LOC124900708	uncharacterized LOC124900708	NA	NA	NA	NA	NA
chr10	73217637	73217996	360	*	peak_4421	-1.51602385359285	3.95444205485003e-13	172	408	Intron (ENST00000242505.11/317662, intron 7 of 13)	10	73210267	73235452	25186	1	317662	ENST00000475829.5	7370	ENSG00000138286	FAM149B1	family with sequence similarity 149 member B1	NA	NA	NA	NA	NA
chr12	111311785	111312517	733	*	peak_8396	1.30710513559324	3.97489994106131e-13	532	148	Promoter (1-2kb)	12	111285227	111313889	28663	2	105369983	ENST00000805024.1	1372	ENSG00000304623	LOC105369983	uncharacterized LOC105369983	NA	NA	NA	NA	NA
chr22	42273828	42274408	581	*	peak_24308	1.49163502326349	4.16627744188531e-13	474	108	Exon (ENST00000332965.4/388906, exon 2 of 2)	22	42160013	42270653	110641	2	6942	ENST00000677622.1	-3175	ENSG00000100207	TCF20	transcription factor 20	NA	NA	NA	NA	NA
chr13	79296038	79296583	546	*	peak_9130	-1.47228666411683	4.21130428172573e-13	168	278	Distal Intergenic	13	79311824	79341212	29389	2	64062	ENST00000449987.6	44629	ENSG00000139746	RBM26	RNA binding motif protein 26	NA	NA	NA	NA	NA
chr6	103536806	103537360	555	*	peak_30062	-1.26847118584518	4.27069385415084e-13	278	414	Promoter (1-2kb)	6	103535021	103540829	5809	1	105377916	ENST00000772227.1	1785	ENSG00000300482	LOC105377916	uncharacterized LOC105377916	NA	NA	NA	NA	NA
chr4	47287685	47288019	335	*	peak_27623	-1.2344195619235	4.33260777923372e-13	218	348	Intron (ENST00000295454.8/2560, intron 4 of 8)	4	47463153	47470477	7325	1	107986277	ENST00000634405.2	-175134	ENSG00000282904	LOC107986277	uncharacterized LOC107986277	NA	NA	NA	NA	NA
chr9	130973379	130974487	1109	*	peak_34817	1.75536028996364	4.35022807953566e-13	390	78	Distal Intergenic	9	130938017	130939286	1270	2	84929	ENST00000463475.1	-34093	ENSG00000130720	FIBCD1	fibrinogen C domain containing 1	NA	NA	NA	NA	NA
chr6	43297627	43298814	1188	*	peak_29911	1.33888558770596	4.40323884743801e-13	764	218	Promoter (<=1kb)	6	43297998	43300066	2069	1	10864	ENST00000451757.5	0	ENSG00000137204	SLC22A7	solute carrier family 22 member 7	NA	NA	NA	NA	NA
chr20	30519075	30520324	1250	*	peak_21432	1.14714005648429	4.42121200742375e-13	746	200	Distal Intergenic	20	30537586	30555661	18076	1	102723636	ENST00000693526.2	-17262	NA	LOC102723636	zinc finger protein 285-like	NA	NA	NA	NA	NA
chr20	52492028	52492464	437	*	peak_22027	-1.50445687361808	4.48646226711365e-13	148	318	Promoter (1-2kb)	20	52490939	52610544	119606	1	105372666	ENST00000765422.1	1089	NA	LOC105372666	uncharacterized LOC105372666	NA	NA	NA	NA	NA
chr10	70441803	70442909	1107	*	peak_4176	1.64770568152518	4.5378894474511e-13	716	166	Promoter (<=1kb)	10	70431936	70441681	9746	2	4838	ENST00000287139.8	-122	ENSG00000156574	NODAL	nodal growth differentiation factor	NA	NA	NA	NA	NA
chr3	133242481	133242872	392	*	peak_26704	-1.36243156317818	4.54280524504542e-13	294	458	Intron (ENST00000321871.11/66000, intron 3 of 5)	3	133246106	133257048	10943	2	101927455	ENST00000504993.5	14176	NA	TMEM108-AS1	TMEM108 antisense RNA 1	NA	NA	NA	NA	NA
chr3	106005987	106006362	376	*	peak_26218	-1.56639934923749	4.57777326484622e-13	112	238	Distal Intergenic	3	105998475	106003830	5356	1	124909403	ENST00000842921.1	7512	NA	LOC124909403	uncharacterized LOC124909403	NA	NA	NA	NA	NA
chr4	87857742	87858130	389	*	peak_27745	-1.2750536465878	4.58137973734347e-13	244	428	Intron (ENST00000829021.1/ENST00000829021.1, intron 3 of 4)	4	87832977	87845240	12264	1	56955	ENST00000511670.5	24765	ENSG00000152595	MEPE	matrix extracellular phosphoglycoprotein	NA	NA	NA	NA	NA
chr8	130766795	130767403	609	*	peak_32853	-1.13303516932104	4.58777774704368e-13	428	584	Distal Intergenic	8	130850108	130907098	56991	1	105375762	ENST00000789998.1	-82705	NA	LOC105375762	uncharacterized LOC105375762	NA	NA	NA	NA	NA
chr8	122610526	122611088	563	*	peak_32700	-1.10341300212495	4.67227705475455e-13	500	738	Intron (ENST00000664854.1/104266958, intron 3 of 3)	8	122485195	122571581	86387	2	107986972	ENST00000718400.1	-38945	NA	LOC107986972	uncharacterized LOC107986972	NA	NA	NA	NA	NA
chr2	55757339	55757617	279	*	peak_18973	-1.53587072315632	4.67863755361924e-13	186	364	Distal Intergenic	2	55679682	55693863	14182	2	87178	ENST00000429805.1	-63476	ENSG00000138035	PNPT1	polyribonucleotide nucleotidyltransferase 1	NA	NA	NA	NA	NA
chr5	152571445	152571676	232	*	peak_29047	-1.67752045502411	4.70867358628218e-13	90	196	Intron (ENST00000663460.1/124901117, intron 2 of 3)	5	152619027	152684710	65684	2	101927134	ENST00000659362.1	113034	ENSG00000249484	LINC01470	long intergenic non-protein coding RNA 1470	NA	NA	NA	NA	NA
chr10	109060931	109061711	781	*	peak_5064	-1.01554627049748	4.72003411135739e-13	410	552	Distal Intergenic	10	108710518	108839363	128846	1	105378478	ENST00000421481.1	350413	ENSG00000223381	LINC02661	long intergenic non-protein coding RNA 2661	NA	NA	NA	NA	NA
chr1	45721311	45721605	295	*	peak_1784	-1.15454055328573	4.75461049103592e-13	324	440	Intron (ENST00000359942.8/3652, intron 5 of 9)	1	45697059	45714252	17194	2	3652	ENST00000495072.1	-7059	ENSG00000197429	IPP	intracisternal A particle-promoted polypeptide	NA	NA	NA	NA	NA
chr3	135487295	135487730	436	*	peak_26767	-1.42510106316172	4.80042641024088e-13	190	396	Distal Intergenic	3	135377924	135439888	61965	2	105374122	ENST00000473001.2	-47407	NA	LOC105374122	uncharacterized LOC105374122	NA	NA	NA	NA	NA
chr8	132210032	132210581	550	*	peak_32873	-1.21112504435648	4.80042641024088e-13	408	698	Intron (ENST00000388996.10/3786, intron 1 of 14)	8	132063785	132111159	47375	2	10086	ENST00000673615.1	-98873	ENSG00000132297	HHLA1	HHLA1 neighbor of OC90	NA	NA	NA	NA	NA
chr17	45091981	45092372	392	*	peak_14415	-1.26875031004127	4.83987210421739e-13	240	398	Promoter (1-2kb)	17	45093631	45099436	5806	1	4836	ENST00000588455.5	-1259	ENSG00000136448	NMT1	N-myristoyltransferase 1	NA	NA	NA	NA	NA
chr7	105831879	105832100	222	*	peak_31713	-1.62424340168059	4.85237338244284e-13	110	232	Intron (ENST00000419735.8/222255, intron 2 of 11)	7	105760554	105876477	115924	2	222255	ENST00000478915.1	44377	ENSG00000146776	ATXN7L1	ataxin 7 like 1	NA	NA	NA	NA	NA
chr4	8215007	8216595	1589	*	peak_27453	1.16001024010818	4.93668970082065e-13	822	224	3' UTR	4	8209664	8219472	9809	1	54436	ENST00000512100.5	5343	ENSG00000125089	SH3TC1	SH3 domain and tetratricopeptide repeats 1	NA	NA	NA	NA	NA
chr2	15645977	15646385	409	*	peak_18313	-1.13621230365043	4.98679446514221e-13	336	462	Distal Intergenic	2	15690780	15785756	94977	1	124905976	ENST00000770647.1	-44395	ENSG00000231031	LOC124905976	uncharacterized LOC124905976	NA	NA	NA	NA	NA
chr17	55152324	55152733	410	*	peak_14758	-1.37975038957094	5.01518108252121e-13	216	350	Intron (ENST00000376352.6/252983, intron 17 of 17)	17	55264960	55325187	60228	1	3131	ENST00000226067.10	-112227	ENSG00000108924	HLF	HLF transcription factor, PAR bZIP family member	NA	NA	NA	NA	NA
chr11	64934672	64936044	1373	*	peak_6480	1.13939534802283	5.05217094308865e-13	678	180	Promoter (<=1kb)	11	64934471	64935893	1423	2	170589	ENST00000279168.7	0	ENSG00000149735	GPHA2	glycoprotein hormone subunit alpha 2	NA	NA	NA	NA	NA
chr3	96486474	96486941	468	*	peak_26189	-1.07328423860315	5.06200302012592e-13	408	534	Intron (ENST00000719269.1/ENST00000719269.1, intron 1 of 1)	3	96359964	96360039	76	1	102465864	ENST00000615894.1	126510	ENSG00000278103	MIR8060	microRNA 8060	NA	NA	NA	NA	NA
chr7	98213547	98214605	1059	*	peak_31595	1.59465653646438	5.09386465435792e-13	508	120	3' UTR	7	98211439	98215457	4019	1	168620	ENST00000609256.2	2108	ENSG00000180535	BHLHA15	basic helix-loop-helix family member a15	NA	NA	NA	NA	NA
chr17	74282694	74283023	330	*	peak_15260	-1.07550096127925	5.09978591243666e-13	482	732	Promoter (1-2kb)	17	74281512	74314884	33373	1	64446	ENST00000579490.5	1182	ENSG00000171595	DNAI2	dynein axonemal intermediate chain 2	NA	NA	NA	NA	NA
chr7	104705987	104706420	434	*	peak_31705	-1.32486375819291	5.10343042642288e-13	182	298	Intron (ENST00000401970.3/375612, intron 1 of 3)	7	104723372	104908505	185134	1	375612	ENST00000684090.1	-16952	ENSG00000187416	LHFPL3	LHFPL tetraspan subfamily member 3	NA	NA	NA	NA	NA
chr2	232505622	232507091	1470	*	peak_20604	1.15063593944657	5.11391614867026e-13	754	214	Intron (ENST00000782985.1/ENST00000782985.1, intron 1 of 1)	2	232520388	232525716	5329	1	646960	ENST00000617714.2	-13297	ENSG00000237412	PRSS56	serine protease 56	NA	NA	NA	NA	NA
chr6	157778790	157779139	350	*	peak_30247	-1.14887950152421	5.12046681129305e-13	276	350	Intron (ENST00000614703.4/51429, intron 2 of 5)	6	157823161	157944514	121354	1	51429	ENST00000680863.1	-44022	ENSG00000130340	SNX9	sorting nexin 9	NA	NA	NA	NA	NA
chr14	97688042	97688557	516	*	peak_10026	-1.33767912043323	5.14954496599465e-13	200	292	Promoter (1-2kb)	14	97632643	97686817	54175	2	100129345	ENST00000730258.1	-1225	ENSG00000197176	LINC02291	long intergenic non-protein coding RNA 2291	NA	NA	NA	NA	NA
chr17	64980303	64980857	555	*	peak_15000	-1.02472826058072	5.14975051423435e-13	420	532	Distal Intergenic	17	64968021	64975683	7663	2	201283	ENST00000689168.3	-4620	ENSG00000291140	AMZ2P1	AMZ2 pseudogene 1	NA	NA	NA	NA	NA
chr12	75104000	75104334	335	*	peak_8272	-1.70655806384529	5.16353718369129e-13	84	198	Intron (ENST00000548513.5/3747, intron 1 of 4)	12	75051067	75140196	89130	2	3747	ENST00000546456.1	35862	ENSG00000166006	KCNC2	potassium voltage-gated channel subfamily C member 2	NA	NA	NA	NA	NA
chr3	128577503	128578143	641	*	peak_26626	1.86085799188262	5.18013399109295e-13	364	58	Promoter (1-2kb)	3	128572000	128576086	4087	2	23434	ENST00000356020.2	-1417	ENSG00000198685	LINC01565	long intergenic non-protein coding RNA 1565	NA	NA	NA	NA	NA
chr1	14334436	14335132	697	*	peak_502	-1.02538640116078	5.19382850300685e-13	408	556	Intron (ENST00000636203.1/23254, intron 2 of 16)	1	14348947	14351324	2378	2	105376762	ENST00000661309.1	16192	ENSG00000234593	KAZN-AS1	KAZN antisense RNA 1	NA	NA	NA	NA	NA
chr11	18681994	18682313	320	*	peak_5948	-1.41371361743339	5.21168224029861e-13	140	250	Distal Intergenic	11	18693122	18701728	8607	1	144110	ENST00000527002.5	-10809	ENSG00000151117	TMEM86A	transmembrane protein 86A	NA	NA	NA	NA	NA
chr15	70424953	70425530	578	*	peak_10806	-1.02137047539897	5.21168224029861e-13	410	486	Promoter (1-2kb)	15	70427285	70428588	1304	1	124903519	ENST00000741592.1	-1755	ENSG00000296752	LOC124903519	uncharacterized LOC124903519	NA	NA	NA	NA	NA
chr5	139762872	139763925	1054	*	peak_28784	1.85941117297563	5.24370803915393e-13	546	86	Intron (ENST00000718118.1/124901085, intron 3 of 3)	5	139740954	139749381	8428	2	101929696	ENST00000838966.1	-13491	ENSG00000249131	PSD2-AS1	PSD2 antisense RNA 1	NA	NA	NA	NA	NA
chr7	51345966	51346679	714	*	peak_31276	-1.0044620526596	5.27282354777519e-13	456	590	Intron (ENST00000756459.1/ENST00000756459.1, intron 1 of 2)	7	51316957	51318617	1661	1	124901633	ENST00000734687.1	29009	NA	LOC124901633	uncharacterized LOC124901633	NA	NA	NA	NA	NA
chr19	11027981	11028981	1001	*	peak_16793	1.26483618878279	5.28153441051447e-13	534	130	Promoter (1-2kb)	19	11030799	11079426	48628	1	6597	ENST00000645236.1	-1818	ENSG00000127616	SMARCA4	SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4	NA	NA	NA	NA	NA
chr22	44290766	44292043	1278	*	peak_24491	1.05298952439684	5.43453809640861e-13	852	252	Intron (ENST00000381176.5/85352, intron 3 of 4)	22	44312936	44315159	2224	1	101927499	ENST00000755912.1	-20893	ENSG00000298486	LOC101927499	uncharacterized LOC101927499	NA	NA	NA	NA	NA
chr2	2038048	2038562	515	*	peak_18032	-1.61552326705419	5.43596170659864e-13	102	182	Intron (ENST00000647755.1/23040, intron 4 of 24)	2	1973304	1979777	6474	2	23040	ENST00000485348.3	-58271	ENSG00000186487	MYT1L	myelin transcription factor 1 like	NA	NA	NA	NA	NA
chr8	120328420	120328769	350	*	peak_32679	-1.12760048923211	5.43607971042074e-13	400	548	Intron (ENST00000297848.8/7373, intron 40 of 47)	8	120345446	120371081	25636	1	7373	ENST00000440844.5	-16677	ENSG00000187955	COL14A1	collagen type XIV alpha 1 chain	NA	NA	NA	NA	NA
chr4	58587753	58588311	559	*	peak_27682	-1.20028186806956	5.52791355522186e-13	336	640	Exon (ENST00000840613.1/107986228, exon 3 of 4)	4	58565284	58590276	24993	1	107986228	ENST00000840613.1	22469	NA	LOC107986228	uncharacterized LOC107986228	NA	NA	NA	NA	NA
chr3	9223437	9223815	379	*	peak_24974	-1.22772255681267	5.58627975544342e-13	232	336	Intron (ENST00000383836.8/9901, intron 1 of 21)	3	9216895	9219508	2614	1	100288831	ENST00000432981.2	6542	ENSG00000227929	SRGAP3-AS3	SRGAP3 antisense RNA 3	NA	NA	NA	NA	NA
chr15	77732446	77733615	1170	*	peak_11017	1.44445259816542	5.61760858564125e-13	684	146	Intron (ENST00000561686.5/84894, intron 2 of 3)	15	77615782	77720751	104970	2	84894	ENST00000564472.5	-11695	ENSG00000169783	LINGO1	leucine rich repeat and Ig domain containing 1	NA	NA	NA	NA	NA
chr8	30264837	30265182	346	*	peak_32238	-1.29140194229093	5.62141769363868e-13	228	334	Distal Intergenic	8	30229474	30254592	25119	2	124901928	ENST00000774079.1	-10245	ENSG00000300793	LOC124901928	uncharacterized LOC124901928	NA	NA	NA	NA	NA
chr5	134566261	134568170	1910	*	peak_28652	1.02864860840253	5.6377704674208e-13	1034	286	3' UTR	5	134564172	134575737	11566	1	23338	ENST00000470876.1	2089	ENSG00000043143	JADE2	jade family PHD finger 2	NA	NA	NA	NA	NA
chr10	49519731	49520067	337	*	peak_4004	-1.34432443881075	5.681669801298e-13	252	338	Intron (ENST00000681632.1/2074, intron 5 of 17)	10	49524936	49530737	5802	2	2074	ENST00000479652.1	10670	ENSG00000225830	ERCC6	ERCC excision repair 6, chromatin remodeling factor	NA	NA	NA	NA	NA
chr5	114419851	114420220	370	*	peak_28422	-1.58261254099884	5.76300041541928e-13	152	298	Intron (ENST00000512097.10/3781, intron 8 of 12)	5	114433530	114496500	62971	1	3781	ENST00000503706.5	-13310	ENSG00000080709	KCNN2	potassium calcium-activated channel subfamily N member 2	NA	NA	NA	NA	NA
chr10	48986227	48987466	1240	*	peak_3969	1.05178238751926	5.82552419377258e-13	810	234	Promoter (<=1kb)	10	48985512	48985587	76	2	100422895	ENST00000584548.1	-640	ENSG00000264800	MIR4294	microRNA 4294	NA	NA	NA	NA	NA
chr16	6013403	6013618	216	*	peak_11926	-1.83633374487034	5.83235773415362e-13	76	180	Intron (ENST00000569895.3/54715, intron 4 of 6)	16	6019024	7713340	1694317	1	54715	ENST00000550418.6	-5406	ENSG00000078328	RBFOX1	RNA binding fox-1 homolog 1	NA	NA	NA	NA	NA
chr2	59114396	59114793	398	*	peak_18980	-1.44963126150281	5.85290727329654e-13	144	300	Intron (ENST00000422723.6/400955, intron 9 of 10)	2	59067054	59277680	210627	1	101927285	ENST00000821296.1	47342	ENSG00000233723	LINC01793	long intergenic non-protein coding RNA 1793	NA	NA	NA	NA	NA
chr18	73893825	73894284	460	*	peak_16459	-1.42350422313689	5.91133307531876e-13	136	226	Distal Intergenic	18	73947809	74014989	67181	1	124904358	ENST00000753825.1	-53525	ENSG00000287314	LOC124904358	uncharacterized LOC124904358	NA	NA	NA	NA	NA
chr16	26926584	26927319	736	*	peak_12262	-1.18670344719424	5.95719364700967e-13	366	554	Distal Intergenic	16	27041094	27048450	7357	2	105371153	ENST00000728872.1	121131	NA	LOC105371153	uncharacterized LOC105371153	NA	NA	NA	NA	NA
chr18	45793120	45793663	544	*	peak_16356	-1.2213472591322	5.98970137481467e-13	336	432	Distal Intergenic	18	45731328	45782840	51513	2	105372093	ENST00000586213.2	-10280	NA	LOC105372093	uncharacterized LOC105372093	NA	NA	NA	NA	NA
chr1	88600050	88600463	414	*	peak_2148	-1.25162652069144	5.99614469420213e-13	208	290	Intron (ENST00000716092.1/101927891, intron 1 of 4)	1	88615283	88629645	14363	1	105378838	ENST00000760117.1	-14820	NA	LOC105378838	uncharacterized LOC105378838	NA	NA	NA	NA	NA
chr10	62456756	62457387	632	*	peak_4061	-1.27726582148366	6.09338358067437e-13	274	434	Intron (ENST00000395255.7/22891, intron 3 of 4)	10	62520448	62672011	151564	1	124902436	ENST00000395251.5	-63061	ENSG00000285551	LOC124902436	talanin	NA	NA	NA	NA	NA
chr14	76776632	76777505	874	*	peak_9832	1.17261552720101	6.09533854887417e-13	640	186	Promoter (<=1kb)	14	76778006	76779975	1970	1	22846	ENST00000554743.1	-501	ENSG00000071246	VASH1	vasohibin 1	NA	NA	NA	NA	NA
chr15	101357129	101358350	1222	*	peak_11454	1.24739794992619	6.1531901676683e-13	822	224	Intron (ENST00000676598.1/5046, intron 3 of 11)	15	101300613	101366262	65650	2	5046	ENST00000558951.5	7912	ENSG00000140479	PCSK6	proprotein convertase subtilisin/kexin type 6	NA	NA	NA	NA	NA
chr22	37926294	37927811	1518	*	peak_24094	1.14990945077756	6.198198664947e-13	688	200	Promoter (<=1kb)	22	37926563	37942009	15447	1	85377	ENST00000402631.1	0	ENSG00000100139	MICALL1	MICAL like 1	NA	NA	NA	NA	NA
chr19	10801972	10804243	2272	*	peak_16777	1.04673761744018	6.2378430375682e-13	1068	340	Promoter (<=1kb)	19	10804980	10831874	26895	1	1785	ENST00000681972.1	-737	ENSG00000079805	DNM2	dynamin 2	NA	NA	NA	NA	NA
chr17	33854307	33855094	788	*	peak_14075	-1.12064571964645	6.34965014332779e-13	284	422	Intron (ENST00000359872.6/40, intron 1 of 9)	17	33827757	33932685	104929	2	124903983	ENST00000637947.1	77591	NA	LOC124903983	uncharacterized LOC124903983	NA	NA	NA	NA	NA
