# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "SAF" "-a" "purple.AM.union.saf" "-o" "counts_featureCounts.txt" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam" 
Geneid	Chr	Start	End	Strand	Length	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam
peak_5560	chr17	17559497	17562622	.	3126	1242	2206	2520	1316	1630	1172
peak_5561	chr17	17579165	17579428	.	264	256	324	342	282	362	272
peak_5562	chr17	17603037	17603755	.	719	582	946	988	714	892	712
peak_5563	chr17	17605414	17606127	.	714	414	650	552	746	866	598
peak_5564	chr17	17664135	17665117	.	983	554	856	954	508	514	308
peak_5565	chr17	17675956	17676519	.	564	474	772	858	512	602	492
peak_5566	chr17	17685770	17686570	.	801	378	856	896	420	726	496
peak_5567	chr17	17690791	17691424	.	634	396	620	574	528	610	360
peak_5568	chr17	17698600	17699198	.	599	418	696	800	374	488	358
peak_5569	chr17	17732302	17732908	.	607	374	634	556	490	496	410
peak_5570	chr17	17737927	17741065	.	3139	1484	2752	2970	1378	1756	1326
peak_5571	chr17	17813091	17813657	.	567	276	550	564	278	474	320
peak_5572	chr17	17822201	17822715	.	515	434	770	798	442	628	394
peak_5573	chr17	17840843	17841058	.	216	186	302	344	184	314	252
peak_5574	chr17	17849126	17850333	.	1208	814	1586	1682	982	1076	818
peak_5575	chr17	17856019	17857080	.	1062	748	1432	1428	818	1024	804
peak_5576	chr17	17937496	17937947	.	452	244	456	374	344	558	318
peak_5577	chr17	17972359	17973147	.	789	982	2382	1890	1216	1736	944
peak_5578	chr17	17994225	17995183	.	959	546	1202	1324	620	762	588
peak_5579	chr17	17999013	18000120	.	1108	582	868	924	646	682	480
peak_5580	chr17	18008094	18009226	.	1133	672	1254	1186	890	958	620
peak_5581	chr17	18017238	18017913	.	676	396	782	798	378	460	356
peak_5582	chr17	18021088	18022095	.	1008	638	1158	1160	816	922	686
peak_5583	chr17	18085934	18086562	.	629	294	484	602	466	502	414
peak_5584	chr17	18103373	18106624	.	3252	1508	2384	2494	1126	1244	826
peak_5585	chr17	18108012	18111287	.	3276	1448	2348	2296	932	1054	710
peak_5586	chr17	18122861	18124792	.	1932	914	1614	1504	1228	1286	910
peak_5587	chr17	18159651	18160094	.	444	236	416	410	316	396	216
peak_5588	chr17	18182615	18185127	.	2513	1398	3358	2956	1298	1876	1214
peak_5589	chr17	18243373	18244165	.	793	498	708	782	374	388	224
peak_5590	chr17	18261233	18261719	.	487	396	702	784	424	562	422
peak_5591	chr17	18314448	18315895	.	1448	918	2290	2062	1112	1574	882
peak_5592	chr17	18319745	18321077	.	1333	714	1210	1288	842	894	676
peak_5593	chr17	18322824	18323380	.	557	390	810	764	448	598	394
peak_5594	chr17	18361816	18362103	.	288	80	230	244	202	246	216
peak_5595	chr17	18694752	18695207	.	456	254	252	264	180	236	132
peak_5596	chr17	18849924	18850553	.	630	336	670	696	570	862	506
peak_5597	chr17	18960086	18963026	.	2941	1588	2642	2926	1024	1232	800
peak_5598	chr17	19010889	19013081	.	2193	668	1172	1080	264	248	206
peak_5599	chr17	19261579	19261970	.	392	196	188	238	274	328	238
peak_5600	chr17	19262878	19263342	.	465	238	334	446	348	490	262
peak_5601	chr17	19263572	19263892	.	321	160	276	282	328	410	256
peak_5602	chr17	19303019	19303756	.	738	394	688	604	470	560	376
peak_5603	chr17	19304213	19305428	.	1216	612	1088	1052	726	920	568
peak_5604	chr17	19326740	19327363	.	624	454	850	576	752	952	670
peak_5605	chr17	19346535	19347250	.	716	614	1254	1202	700	1020	768
peak_5606	chr17	19538364	19538853	.	490	180	328	256	286	478	296
peak_5607	chr17	19681252	19682007	.	756	426	648	486	446	518	412
peak_5608	chr17	19718670	19719540	.	871	568	922	1098	586	682	508
peak_5609	chr17	19738564	19739426	.	863	522	1064	1186	592	802	618
peak_5610	chr17	19741593	19742180	.	588	334	624	786	570	792	512
peak_5611	chr17	19750738	19751334	.	597	352	674	748	396	598	398
peak_5612	chr17	19992841	19993373	.	533	380	654	896	370	562	390
peak_5613	chr17	20106456	20107085	.	630	184	306	382	282	408	280
peak_5614	chr17	20611287	20611775	.	489	302	534	574	390	542	386
peak_5615	chr17	21041782	21043811	.	2030	838	2724	2186	810	1180	870
peak_5616	chr17	21247949	21249070	.	1122	518	966	984	590	660	458
peak_5617	chr17	21280057	21280525	.	469	302	640	770	480	658	484
peak_5618	chr17	21281960	21283185	.	1226	844	1340	1316	800	808	652
peak_5619	chr17	21283302	21285377	.	2076	1012	2524	2498	1272	1604	1152
peak_5620	chr17	21286916	21288861	.	1946	1476	2576	2442	1544	2012	1402
peak_5621	chr17	21294210	21295288	.	1079	1018	1690	1716	1002	1112	760
peak_5622	chr17	21297236	21297735	.	500	400	796	964	476	584	444
peak_5623	chr17	21349493	21349978	.	486	188	402	356	186	284	216
peak_5624	chr17	21358472	21359455	.	984	648	1222	1148	840	1054	724
peak_5625	chr17	21378425	21381512	.	3088	1118	1884	1812	616	736	496
peak_5626	chr17	21403993	21404485	.	493	172	262	270	108	168	78
peak_5627	chr17	21456994	21458312	.	1319	638	1360	1516	626	960	682
peak_5628	chr17	21612799	21614267	.	1469	602	1186	1046	684	916	482
peak_5629	chr17	21669523	21669903	.	381	120	310	316	224	316	204
peak_5630	chr17	21737978	21738463	.	486	220	398	410	284	306	168
peak_5631	chr17	22090008	22090876	.	869	346	736	700	430	572	328
peak_5632	chr17	22222297	22222534	.	238	80	114	104	180	172	138
peak_5633	chr17	22266315	22266676	.	362	252	562	502	424	490	356
peak_5634	chr17	27319800	27320326	.	527	262	424	440	418	536	370
peak_5635	chr17	27331335	27331718	.	384	252	352	324	244	332	218
peak_5636	chr17	27332045	27333438	.	1394	1262	3084	2664	1516	2376	1576
peak_5637	chr17	27385668	27386044	.	377	96	168	188	250	258	178
peak_5638	chr17	27408215	27409246	.	1032	314	502	590	546	622	532
peak_5639	chr17	27471293	27472564	.	1272	708	1218	1206	746	940	694
peak_5640	chr17	27545399	27546313	.	915	568	878	876	640	842	548
peak_5641	chr17	27575437	27575932	.	496	124	202	262	252	398	270
peak_5642	chr17	27576744	27577479	.	736	302	562	568	472	670	384
peak_5643	chr17	27666153	27667133	.	981	440	774	842	556	640	440
peak_5644	chr17	27674072	27674753	.	682	306	598	556	492	634	434
peak_5645	chr17	27877620	27878521	.	902	428	800	838	574	664	476
peak_5646	chr17	27916748	27917206	.	459	192	174	188	380	354	242
peak_5647	chr17	28243373	28243937	.	565	146	192	184	310	328	214
peak_5648	chr17	28246760	28247338	.	579	356	480	442	386	424	324
peak_5649	chr17	28318668	28319705	.	1038	802	2168	1676	940	1232	864
peak_5650	chr17	28343536	28344168	.	633	446	746	718	542	732	458
peak_5651	chr17	28426265	28426972	.	708	312	406	368	132	168	122
peak_5652	chr17	28446634	28447018	.	385	102	228	274	244	356	228
peak_5653	chr17	28505499	28505959	.	461	184	436	424	308	468	288
peak_5654	chr17	28514070	28514284	.	215	132	252	226	234	290	232
peak_5655	chr17	28536886	28537902	.	1017	488	934	776	518	918	480
peak_5656	chr17	28703982	28706346	.	2365	934	1828	1954	686	1010	654
peak_5657	chr17	28763598	28763915	.	318	152	174	258	268	308	258
peak_5658	chr17	29048357	29048767	.	411	192	298	376	240	356	238
peak_5659	chr17	29138448	29139040	.	593	338	568	500	410	568	378
peak_5660	chr17	29140129	29141396	.	1268	814	1256	1310	782	866	582
peak_5661	chr17	29143838	29144282	.	445	274	510	588	274	440	274
peak_5662	chr17	29311419	29311921	.	503	194	338	338	438	478	346
peak_5663	chr17	30104654	30105025	.	372	342	634	698	554	656	476
peak_5664	chr17	30345559	30346230	.	672	324	560	680	578	730	500
peak_5665	chr17	30363772	30364153	.	382	124	294	364	310	500	376
peak_5666	chr17	30549286	30549559	.	274	78	120	118	166	186	138
peak_5667	chr17	30551526	30552504	.	979	450	672	778	440	600	460
peak_5668	chr17	30554755	30555269	.	515	284	526	616	400	430	320
peak_5669	chr17	31398235	31398786	.	552	264	556	558	364	462	328
peak_5670	chr17	31511185	31513257	.	2073	1010	1732	1786	1086	1116	816
peak_5671	chr17	31549112	31550720	.	1609	714	1766	1742	952	1282	790
peak_5672	chr17	31596043	31599640	.	3598	1364	2728	2718	1302	1696	1200
peak_5673	chr17	31751137	31751622	.	486	180	290	294	242	300	196
peak_5674	chr17	31754074	31754626	.	553	156	296	386	318	390	270
peak_5675	chr17	32102287	32102861	.	575	284	496	450	332	572	344
peak_5676	chr17	32295410	32296001	.	592	282	454	500	478	644	378
peak_5677	chr17	32298697	32299030	.	334	128	384	322	248	318	216
peak_5678	chr17	32471729	32472221	.	493	212	230	228	352	312	224
peak_5679	chr17	32520170	32520774	.	605	492	736	818	558	830	564
peak_5680	chr17	32524903	32525419	.	517	240	322	388	326	528	330
peak_5681	chr17	32777445	32777840	.	396	146	254	244	290	364	224
peak_5682	chr17	32936669	32937554	.	886	342	674	674	366	566	390
peak_5683	chr17	32951446	32951911	.	466	282	408	370	310	320	280
peak_5684	chr17	33013405	33015077	.	1673	792	1348	1306	730	948	670
peak_5685	chr17	33228419	33228959	.	541	362	470	450	484	642	394
peak_5686	chr17	33233586	33234157	.	572	252	376	414	392	556	344
peak_5687	chr17	33259541	33259966	.	426	190	358	330	368	324	250
peak_5688	chr17	33267094	33267593	.	500	142	248	272	328	496	342
peak_5689	chr17	33524599	33525341	.	743	314	496	544	390	496	370
peak_5690	chr17	33854306	33855094	.	789	190	284	322	422	488	330
peak_5691	chr17	33888316	33888714	.	399	148	320	260	334	428	244
peak_5692	chr17	33977748	33978226	.	479	182	354	440	298	374	314
peak_5693	chr17	33994135	33994490	.	356	114	144	202	210	324	188
peak_5694	chr17	34074971	34075366	.	396	128	234	314	276	362	240
peak_5695	chr17	34076836	34077522	.	687	300	556	506	434	530	360
peak_5696	chr17	34098727	34099059	.	333	148	270	266	266	386	240
peak_5697	chr17	34165413	34165701	.	289	134	172	186	216	270	164
peak_5698	chr17	34204824	34205377	.	554	204	276	314	340	360	234
peak_5699	chr17	34474387	34475189	.	803	310	472	480	374	546	314
peak_5700	chr17	34483883	34484845	.	963	384	716	854	476	548	478
peak_5701	chr17	34593395	34594248	.	854	478	736	748	404	538	426
peak_5702	chr17	34614727	34615117	.	391	276	400	470	266	326	248
peak_5703	chr17	34620388	34620918	.	531	320	578	530	456	438	396
peak_5704	chr17	34633256	34633699	.	444	268	502	552	386	354	268
peak_5705	chr17	34639451	34640479	.	1029	618	910	964	552	664	424
peak_5706	chr17	34720439	34721699	.	1261	720	1626	1506	988	1308	924
peak_5707	chr17	34763693	34764177	.	485	226	386	438	290	356	258
peak_5708	chr17	34812041	34812551	.	511	278	408	472	456	692	448
peak_5709	chr17	34826095	34826885	.	791	382	746	788	562	680	458
peak_5710	chr17	34850978	34851351	.	374	130	210	216	224	316	224
peak_5711	chr17	34860457	34861110	.	654	212	374	498	342	418	282
peak_5712	chr17	35088794	35090031	.	1238	478	1194	1250	624	692	534
peak_5713	chr17	35112923	35113233	.	311	136	138	118	178	180	140
peak_5714	chr17	35166291	35167608	.	1318	870	1418	1362	900	1264	860
peak_5715	chr17	35172378	35172743	.	366	166	208	242	264	356	218
peak_5716	chr17	35185781	35186374	.	594	218	324	320	320	400	256
peak_5717	chr17	35244426	35244896	.	471	214	446	422	424	572	324
peak_5718	chr17	35747711	35748946	.	1236	706	1160	1194	820	1028	780
peak_5719	chr17	35969975	35970345	.	371	176	334	306	258	344	270
peak_5720	chr17	35972581	35972967	.	387	274	346	364	426	566	372
peak_5721	chr17	35973714	35974214	.	501	272	448	448	392	510	298
peak_5722	chr17	36192374	36192714	.	341	266	486	376	306	490	308
peak_5723	chr17	36196551	36197675	.	1125	578	934	978	926	1242	836
peak_5724	chr17	36534135	36535784	.	1650	1110	2616	2708	1312	1700	1302
peak_5725	chr17	36600818	36602246	.	1429	626	1248	1314	620	926	590
peak_5726	chr17	36647580	36648271	.	692	404	610	626	590	842	576
peak_5727	chr17	36674086	36674659	.	574	294	450	556	522	558	454
peak_5728	chr17	36678902	36679836	.	935	376	752	706	462	502	440
peak_5729	chr17	36743117	36743672	.	556	508	566	620	562	676	510
peak_5730	chr17	36819404	36820203	.	800	452	552	524	654	652	488
peak_5731	chr17	36851212	36851597	.	386	198	326	246	310	294	230
peak_5732	chr17	36878933	36879573	.	641	340	554	474	396	430	330
peak_5733	chr17	37792876	37793165	.	290	120	184	274	268	280	216
peak_5734	chr17	37832643	37832899	.	257	136	190	158	228	214	164
peak_5735	chr17	37833273	37833827	.	555	328	530	530	452	636	362
peak_5736	chr17	38568885	38571561	.	2677	1390	2208	2182	1308	1334	1086
peak_5737	chr17	38579919	38580472	.	554	500	1260	992	634	930	586
peak_5738	chr17	38584919	38585429	.	511	242	698	740	442	550	356
peak_5739	chr17	38591080	38592542	.	1463	992	1728	1774	1060	1342	970
peak_5740	chr17	38700200	38702256	.	2057	984	1572	1554	916	1062	834
peak_5741	chr17	39152912	39153306	.	395	400	602	440	584	758	362
peak_5742	chr17	39235599	39236047	.	449	256	488	656	344	470	350
peak_5743	chr17	39485492	39485921	.	430	220	440	396	310	472	290
peak_5744	chr17	39643190	39643635	.	446	280	454	448	368	466	310
peak_5745	chr17	39769906	39770584	.	679	374	690	506	522	804	430
peak_5746	chr17	39821974	39822332	.	359	118	162	214	320	344	208
peak_5747	chr17	39979872	39981612	.	1741	828	2218	1666	906	1270	768
peak_5748	chr17	40064063	40064851	.	789	406	658	762	604	896	568
peak_5749	chr17	40068062	40068593	.	532	354	672	554	438	606	420
peak_5750	chr17	40098080	40098644	.	565	204	394	380	366	436	290
peak_5751	chr17	40100078	40101371	.	1294	918	2090	1822	1172	1510	996
peak_5752	chr17	40108240	40108625	.	386	220	554	472	346	424	306
peak_5753	chr17	40111170	40112086	.	917	636	1166	1136	706	934	620
peak_5754	chr17	40314534	40315093	.	560	402	910	828	536	690	490
peak_5755	chr17	40320857	40321978	.	1122	526	934	1042	510	610	388
peak_5756	chr17	40346752	40347225	.	474	298	390	422	354	410	330
peak_5757	chr17	40533619	40534985	.	1367	674	1046	1136	588	710	476
peak_5758	chr17	41060022	41060532	.	511	292	596	508	392	598	384
peak_5759	chr17	41066182	41066483	.	302	104	188	190	222	330	212
peak_5760	chr17	41159919	41160462	.	544	308	496	578	424	554	358
peak_5761	chr17	41160690	41161300	.	611	210	308	234	424	542	348
peak_5762	chr17	41178334	41178776	.	443	276	320	364	542	450	372
peak_5763	chr17	41184647	41185291	.	645	200	310	334	318	484	272
peak_5764	chr17	41379988	41380472	.	485	196	382	340	302	388	260
peak_5765	chr17	41484195	41484831	.	637	276	422	470	374	386	346
peak_5766	chr17	41538450	41539474	.	1025	714	1138	1168	778	1054	702
peak_5767	chr17	41624536	41625050	.	515	258	648	630	410	568	380
peak_5768	chr17	41648189	41649015	.	827	400	734	858	588	548	368
peak_5769	chr17	41649569	41651665	.	2097	1124	1880	1812	1326	1554	1084
peak_5770	chr17	41659762	41661377	.	1616	646	1082	1218	518	500	414
peak_5771	chr17	41785720	41787203	.	1484	594	1238	1314	606	708	492
peak_5772	chr17	41860044	41860580	.	537	130	188	200	366	376	276
peak_5773	chr17	41918990	41919744	.	755	450	1258	1174	498	634	374
peak_5774	chr17	42017269	42018256	.	988	642	1234	1140	716	740	536
peak_5775	chr17	42081118	42082676	.	1559	768	1234	1226	820	766	490
peak_5776	chr17	42094752	42095671	.	920	584	1028	1008	648	842	578
peak_5777	chr17	42486578	42486890	.	313	110	180	224	244	274	200
peak_5778	chr17	42520033	42520416	.	384	292	718	504	342	464	386
peak_5779	chr17	42674208	42674716	.	509	230	552	596	362	472	324
peak_5780	chr17	43021157	43021558	.	402	238	578	538	432	568	432
peak_5781	chr17	43169417	43169887	.	471	316	504	470	416	420	334
peak_5782	chr17	43465997	43466524	.	528	236	262	298	304	494	280
peak_5783	chr17	43467818	43468515	.	698	378	846	750	696	1018	812
peak_5784	chr17	43665807	43666214	.	408	202	400	468	258	402	250
peak_5785	chr17	43725127	43726007	.	881	268	434	492	614	712	472
peak_5786	chr17	43853710	43855793	.	2084	854	1348	1408	716	808	466
peak_5787	chr17	43877136	43877911	.	776	448	706	774	498	650	368
peak_5788	chr17	43945055	43945725	.	671	280	516	422	452	704	432
peak_5789	chr17	44070542	44071428	.	887	758	1910	1526	844	1156	868
peak_5790	chr17	44105573	44105945	.	373	284	384	434	326	452	318
peak_5791	chr17	44199785	44201005	.	1221	518	1934	1526	506	936	518
peak_5792	chr17	44234870	44235903	.	1034	458	904	930	702	966	610
peak_5793	chr17	44256551	44257095	.	545	404	474	438	490	560	344
peak_5794	chr17	44311603	44312668	.	1066	468	718	738	492	598	414
peak_5795	chr17	44328318	44328973	.	656	390	714	748	524	596	422
peak_5796	chr17	44331145	44331600	.	456	358	522	534	406	546	344
peak_5797	chr17	44338230	44338998	.	769	600	1196	1134	840	1018	750
peak_5798	chr17	44344871	44345433	.	563	560	1108	986	740	966	636
peak_5799	chr17	44348167	44349235	.	1069	672	1080	1154	648	862	596
peak_5800	chr17	44350567	44351848	.	1282	742	1442	1360	782	1024	650
peak_5801	chr17	44470363	44470816	.	454	152	272	246	244	326	202
peak_5802	chr17	44599446	44600631	.	1186	642	1168	1248	558	604	438
peak_5803	chr17	44689788	44690126	.	339	270	708	626	462	762	494
peak_5804	chr17	44766334	44766972	.	639	316	660	622	386	542	348
peak_5805	chr17	44904504	44906973	.	2470	1032	1694	1826	930	1194	860
peak_5806	chr17	44919886	44920369	.	484	286	564	498	360	420	272
peak_5807	chr17	44979913	44980771	.	859	494	938	1006	618	844	606
peak_5808	chr17	45001389	45002039	.	651	404	490	470	444	498	358
peak_5809	chr17	45040955	45041293	.	339	138	230	296	280	314	222
peak_5810	chr17	45123516	45125291	.	1776	1206	2442	2162	1164	1494	1044
peak_5811	chr17	45127205	45128716	.	1512	1558	2812	2938	1488	1866	1320
peak_5812	chr17	45129329	45133500	.	4172	3674	8266	8562	3976	5162	3970
peak_5813	chr17	45135169	45138391	.	3223	2124	4270	4230	2034	2548	1760
peak_5814	chr17	45170444	45171054	.	611	452	1192	1334	832	1048	774
peak_5815	chr17	45177640	45178438	.	799	614	1132	1254	628	842	600
peak_5816	chr17	45227792	45231490	.	3699	2658	5560	5852	2322	2874	2008
peak_5817	chr17	45292643	45294348	.	1706	1800	3036	3286	1862	2496	1740
peak_5818	chr17	45311801	45312426	.	626	588	1114	1236	626	756	520
peak_5819	chr17	45312620	45313257	.	638	712	932	826	566	564	338
peak_5820	chr17	45380146	45380905	.	760	536	674	662	784	852	688
peak_5821	chr17	45387509	45388964	.	1456	1372	2148	2406	1514	1730	1228
peak_5822	chr17	45389103	45389880	.	778	769	1259	1404	610	808	504
peak_5823	chr17	45408285	45412935	.	4651	3294	5902	5924	2242	2700	1946
peak_5824	chr17	45467865	45468196	.	332	340	378	470	408	558	462
peak_5825	chr17	45472232	45472627	.	396	212	224	262	368	382	272
peak_5826	chr17	45487769	45488177	.	409	282	608	380	334	558	340
peak_5827	chr17	45650634	45651529	.	896	1054	2084	2102	1360	1476	1076
peak_5828	chr17	45657505	45658260	.	756	632	948	1058	658	810	540
peak_5829	chr17	45661201	45662147	.	947	850	1186	1202	616	700	486
peak_5830	chr17	45702270	45703164	.	895	790	1098	974	1092	1184	820
peak_5831	chr17	45703272	45703842	.	571	462	986	1230	744	992	740
peak_5832	chr17	45711139	45711654	.	516	404	868	910	614	740	612
peak_5833	chr17	45712118	45712649	.	532	296	434	370	488	436	308
peak_5834	chr17	45719716	45720665	.	950	806	1740	1586	828	1116	824
peak_5835	chr17	45768450	45769582	.	1133	852	1318	1332	758	888	596
peak_5836	chr17	45774190	45776017	.	1828	1844	3540	3648	1790	2344	1678
peak_5837	chr17	45791037	45792665	.	1629	1146	1920	2076	866	928	688
peak_5838	chr17	45793076	45795409	.	2334	1692	2894	3298	1708	1820	1436
peak_5839	chr17	45819214	45821873	.	2660	2610	4836	5118	2382	3026	2146
peak_5840	chr17	45834109	45835453	.	1345	1560	3144	3172	1806	2326	1494
peak_5841	chr17	45844682	45845982	.	1301	1216	2402	2258	1150	1334	864
peak_5842	chr17	45850318	45852930	.	2613	2424	4290	3990	2084	2372	1432
peak_5843	chr17	45916652	45917361	.	710	550	938	974	852	852	692
peak_5844	chr17	45985675	45986942	.	1268	840	1162	1130	546	532	468
peak_5845	chr17	46001502	46002929	.	1428	1028	1760	1928	616	760	476
peak_5846	chr17	46011506	46013728	.	2223	1654	3244	3480	1318	1480	1058
peak_5847	chr17	46101186	46101721	.	536	366	380	342	558	574	396
peak_5848	chr17	46284139	46284366	.	228	134	272	242	216	372	220
peak_5849	chr17	46781950	46784390	.	2441	1414	2368	2528	1170	1332	840
peak_5850	chr17	46814546	46816100	.	1555	1158	1726	1896	822	1084	690
peak_5851	chr17	46820743	46821338	.	596	700	1286	1356	870	1122	980
peak_5852	chr17	46875790	46878538	.	2749	1844	3460	3652	1274	1276	1086
peak_5853	chr17	46890014	46890784	.	771	538	968	954	602	728	522
peak_5854	chr17	46948944	46949806	.	863	898	1622	1624	1300	1256	954
peak_5855	chr17	47204759	47205363	.	605	586	870	1022	784	800	630
peak_5856	chr17	47222889	47223388	.	500	446	766	818	510	594	532
peak_5857	chr17	47239755	47240395	.	641	604	1418	1234	706	1042	798
peak_5858	chr17	47255622	47255954	.	333	228	334	450	564	574	470
peak_5859	chr17	47288473	47289172	.	700	294	378	458	474	566	426
peak_5860	chr17	47492322	47492827	.	506	514	1766	1246	644	1128	532
peak_5861	chr17	47531903	47532565	.	663	302	726	674	426	526	290
peak_5862	chr17	47636671	47636945	.	275	138	316	306	334	446	342
peak_5863	chr17	47648954	47650096	.	1143	1216	4160	3223	1176	1742	1150
peak_5864	chr17	47696765	47697757	.	993	838	1750	1856	1164	1526	1040
peak_5865	chr17	47717294	47718726	.	1433	1520	2874	2776	1984	2424	1784
peak_5866	chr17	47719552	47720232	.	681	554	1084	1082	628	806	574
peak_5867	chr17	47730281	47731729	.	1449	730	1302	1268	572	538	408
peak_5868	chr17	47801236	47801996	.	761	692	1300	1156	704	814	574
peak_5869	chr17	47802063	47803038	.	976	992	1602	1732	1150	1380	972
peak_5870	chr17	47803130	47804168	.	1039	628	1068	1066	514	524	416
peak_5871	chr17	47821595	47822033	.	439	332	848	1006	480	670	418
peak_5872	chr17	47886845	47887196	.	352	176	450	384	298	376	248
peak_5873	chr17	47990815	47991300	.	486	232	468	570	504	844	474
peak_5874	chr17	48025924	48027169	.	1246	864	1610	1626	802	894	634
peak_5875	chr17	48036614	48037480	.	867	684	1316	1488	770	976	620
peak_5876	chr17	48472515	48473248	.	734	622	1506	1124	744	1002	650
peak_5877	chr17	48669366	48670037	.	672	442	438	466	602	554	388
peak_5878	chr17	48678055	48679048	.	994	746	1334	1384	734	892	694
peak_5879	chr17	48679392	48679977	.	586	260	346	394	606	836	468
peak_5880	chr17	48756864	48757714	.	851	664	1068	1020	782	990	666
peak_5881	chr17	48891920	48893345	.	1426	2090	4776	3908	2460	3220	1928
peak_5882	chr17	48944550	48945291	.	742	590	1278	1346	564	776	560
peak_5883	chr17	48972141	48972860	.	720	610	1206	1150	584	752	552
peak_5884	chr17	49104598	49105037	.	440	282	360	444	424	468	332
peak_5885	chr17	49162958	49163379	.	422	160	222	174	304	356	198
peak_5886	chr17	49191739	49193429	.	1691	2072	5308	4550	2464	3718	2154
peak_5887	chr17	49193721	49194222	.	502	686	1154	1036	806	870	640
peak_5888	chr17	49241638	49242593	.	956	626	920	974	1062	1588	1114
peak_5889	chr17	49249591	49250482	.	892	446	694	780	676	894	612
peak_5890	chr17	49252174	49253507	.	1334	1092	1972	2098	1300	1534	1114
peak_5891	chr17	49259814	49261009	.	1196	872	1940	1932	906	1206	842
peak_5892	chr17	49414240	49415348	.	1109	1188	2110	2004	1458	1830	1320
peak_5893	chr17	49456019	49456986	.	968	770	1380	1450	742	794	512
peak_5894	chr17	49490366	49492346	.	1981	1378	1872	1934	1032	1086	778
peak_5895	chr17	49515175	49515824	.	650	584	1180	1320	590	828	606
peak_5896	chr17	49554663	49555665	.	1003	852	1590	1688	1114	1342	832
peak_5897	chr17	49556234	49556911	.	678	596	1606	1608	676	1008	586
peak_5898	chr17	49565790	49566479	.	690	936	1498	1538	990	1178	814
peak_5899	chr17	49569579	49571286	.	1708	1196	2904	2728	1196	1612	1054
peak_5900	chr17	49576843	49577862	.	1020	674	1140	1262	524	432	380
peak_5901	chr17	49865698	49866221	.	524	480	998	1112	624	800	602
peak_5902	chr17	49869801	49870814	.	1014	780	1402	1304	842	1186	886
peak_5903	chr17	49902072	49902706	.	635	476	762	880	490	596	386
peak_5904	chr17	49906406	49906888	.	483	340	604	746	476	410	366
peak_5905	chr17	49934075	49936105	.	2031	1026	1632	1832	588	618	510
peak_5906	chr17	49939529	49939922	.	394	264	516	564	336	444	316
peak_5907	chr17	49953145	49954028	.	884	884	1490	1592	1236	1750	1192
peak_5908	chr17	49980179	49981188	.	1010	866	1288	1412	994	1308	824
peak_5909	chr17	49986372	49988391	.	2020	1298	2222	2128	1294	1560	966
peak_5910	chr17	49989057	49989875	.	819	620	1174	1304	868	1046	652
peak_5911	chr17	49992177	49993217	.	1041	764	998	932	908	894	604
peak_5912	chr17	50022645	50023203	.	559	446	686	636	384	476	360
peak_5913	chr17	50025938	50029575	.	3638	2868	6058	5684	3072	4152	2886
peak_5914	chr17	50035188	50038252	.	3065	1742	2970	3138	920	1258	970
peak_5915	chr17	50046628	50048249	.	1622	1244	2182	2130	1044	1244	896
peak_5916	chr17	50053041	50053986	.	946	684	1010	1072	702	618	492
peak_5917	chr17	50100980	50101811	.	832	674	1136	1230	894	1142	702
peak_5918	chr17	50107948	50108754	.	807	368	818	854	618	710	454
peak_5919	chr17	50109447	50112658	.	3212	1880	4004	4066	1596	2082	1354
peak_5920	chr17	50113942	50114689	.	748	516	980	1026	610	660	580
peak_5921	chr17	50121998	50122532	.	535	326	438	496	480	626	434
peak_5922	chr17	50136681	50138750	.	2070	1166	1788	1820	1028	1104	888
peak_5923	chr17	50143859	50147553	.	3695	2114	3934	4094	2426	2976	1980
peak_5924	chr17	50163643	50164727	.	1085	1096	2264	2356	1334	1442	948
peak_5925	chr17	50167869	50170703	.	2835	1952	3810	3960	1850	2204	1524
peak_5926	chr17	50175072	50176229	.	1158	988	1660	1484	802	886	620
