seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj
chr22	44681628	44683924	2297	*	peak_24536	1.10670951721327	4.90762931721098e-16	Intron (ENST00000617066.4/55615, intron 1 of 7)	22	44677134	44730932	53799	1	55615	ENST00000492289.5	4494	ENSG00000186654	PRR5	proline rich 5	NA	NA	NA
chr22	23150577	23151686	1110	*	peak_23435	1.55820145504566	4.98640613812258e-16	Promoter	22	23150113	23156311	6199	1	9609	ENST00000420895.1	464	ENSG00000100228	RAB36	RAB36, member RAS oncogene family	NA	NA	NA
chr1	2595943	2598709	2767	*	peak_94	1.03269958000396	5.0248432406883e-16	Exon (ENST00000378412.8/79258, exon 12 of 24)	1	2592655	2594073	1419	2	79258	ENST00000469962.1	-1870	ENSG00000142606	MMEL1	membrane metalloendopeptidase like 1	NA	NA	NA
chr20	62461935	62463322	1388	*	peak_22322	1.49269536751205	5.20945316707056e-16	Distal Intergenic	20	62463497	62475995	12499	2	140628	ENST00000252997.3	12673	ENSG00000130700	GATA5	GATA binding protein 5	NA	NA	NA
chr12	52045165	52046542	1378	*	peak_8068	1.10370590785054	5.21487104365032e-16	Exon (ENST00000553200.1/3164, exon 4 of 4)	12	52043839	52054673	10835	1	3164	ENST00000547206.5	1326	ENSG00000123358	NR4A1	nuclear receptor subfamily 4 group A member 1	NA	NA	NA
chr22	19543986	19544992	1007	*	peak_23074	1.16365410986616	5.40654185427583e-16	Distal Intergenic	22	19523024	19527545	4522	2	7122	ENST00000406028.1	-16441	ENSG00000184113	CLDN5	claudin 5	NA	NA	NA
chr1	3547167	3549518	2352	*	peak_155	1.00943460940633	5.4991995612364e-16	Intron (ENST00000356575.9/1953, intron 4 of 36)	1	3560695	3560790	96	2	693135	ENST00000385042.1	11272	ENSG00000207776	MIR551A	microRNA 551a	NA	NA	NA
chr20	63438850	63441003	2154	*	peak_22503	1.04102006611602	5.54157259060111e-16	Promoter	20	63437353	63438673	1321	2	3785	ENST00000636858.1	-177	ENSG00000075043	KCNQ2	potassium voltage-gated channel subfamily Q member 2	NA	NA	NA
chr14	100321375	100324257	2883	*	peak_10078	1.05914169225541	5.5600370772657e-16	Promoter	14	100323339	100330421	7083	1	283600	ENST00000361529.5	0	ENSG00000140107	SLC25A47	solute carrier family 25 member 47	NA	NA	NA
chr10	48519034	48520585	1552	*	peak_3933	1.0916632492485	5.70306080127692e-16	Intron (ENST00000374170.5/58504, intron 1 of 5)	10	48446036	48524236	78201	2	58504	ENST00000374170.5	3651	ENSG00000128805	ARHGAP22	Rho GTPase activating protein 22	NA	NA	NA
chr7	74059578	74061082	1505	*	peak_31493	1.10988476530233	5.75212253334163e-16	Exon (ENST00000445912.5/2006, exon 23 of 32)	7	74058905	74062308	3404	2	107986809	ENST00000435932.3	1226	ENSG00000232415	ELN-AS1	ELN antisense RNA 1	NA	NA	NA
chr3	14504350	14506420	2071	*	peak_25238	1.00538727253566	5.77430984501418e-16	Exon (ENST00000621039.5/80852, exon 20 of 24)	3	14491170	14513678	22509	2	80852	ENST00000430219.2	7258	ENSG00000144596	GRIP2	glutamate receptor interacting protein 2	NA	NA	NA
chr22	37184574	37185797	1224	*	peak_24036	1.25073581297633	6.22445131891793e-16	Promoter	22	37180171	37185948	5778	2	114904	ENST00000493023.1	151	ENSG00000133466	C1QTNF6	C1q and TNF related 6	NA	NA	NA
chr21	46138569	46139896	1328	*	peak_22972	1.15516747408258	6.33527587652856e-16	Promoter	21	46136779	46138572	1794	2	10841	ENST00000446405.5	0	ENSG00000160282	FTCD	formimidoyltransferase cyclodeaminase	NA	NA	NA
chr8	144802598	144804536	1939	*	peak_33830	1.0321459905292	6.38733235962438e-16	Promoter	8	144802870	144811169	8300	1	340385	ENST00000525105.5	0	ENSG00000197363	ZNF517	zinc finger protein 517	NA	NA	NA
chr3	196208755	196209842	1088	*	peak_27121	1.18211280121422	6.46353526258779e-16	Exon (ENST00000465519.5/131540, exon 3 of 8)	3	196197452	196211386	13935	2	131540	ENST00000465519.5	1544	ENSG00000163958	ZDHHC19	zinc finger DHHC-type palmitoyltransferase 19	NA	NA	NA
chr20	62605063	62605806	744	*	peak_22355	1.17127933496147	6.60292470298002e-16	Distal Intergenic	20	62601126	62603355	2230	2	105372712	ENST00000650706.1	-1708	NA	LINC02970	long intergenic non-protein coding RNA 2970	NA	NA	NA
chr5	150135132	150136284	1153	*	peak_28953	1.27360372859707	6.60384405282145e-16	5' UTR	5	150133695	150134110	416	2	5159	ENST00000522466.1	-1022	ENSG00000113721	PDGFRB	platelet derived growth factor receptor beta	NA	NA	NA
chr17	1299425	1301000	1576	*	peak_13489	1.00358247069551	6.67248488755296e-16	3' UTR	17	1279662	1300978	21317	1	286753	ENST00000333813.4	19763	ENSG00000184811	TRARG1	trafficking regulator of GLUT4 (SLC2A4) 1 (gene/pseudogene)	NA	NA	NA
chr17	73356075	73357183	1109	*	peak_15172	1.14569944187366	6.69154944423623e-16	Intron (ENST00000392650.8/54549, intron 40 of 44)	17	73338443	73369213	30771	2	54549	ENST00000410094.5	12030	ENSG00000069188	SDK2	sidekick cell adhesion molecule 2	NA	NA	NA
chr20	49518708	49520304	1597	*	peak_21887	1.27889377216615	6.78902856575863e-16	Intron (ENST00000244043.5/5740, intron 6 of 9)	20	49371968	49484297	112330	2	3745	ENST00000635465.1	-34411	ENSG00000158445	KCNB1	potassium voltage-gated channel subfamily B member 1	NA	NA	NA
chr17	57648462	57649336	875	*	peak_14803	1.13452539818681	6.97706355746505e-16	Intron (ENST00000416426.6/124540, intron 10 of 13)	17	57652099	57677059	24961	1	124540	ENST00000675127.1	-2763	ENSG00000153944	MSI2	musashi RNA binding protein 2	NA	NA	NA
chr11	61577172	61578359	1188	*	peak_6280	1.10001386431531	7.28010176547971e-16	Intron (ENST00000539008.6/9066, intron 1 of 12)	11	61518627	61580820	62194	2	9066	ENST00000539246.5	2461	ENSG00000011347	SYT7	synaptotagmin 7	NA	NA	NA
chr6	43941990	43942734	745	*	peak_29951	1.54712099850978	7.28135150860051e-16	Intron (ENST00000719327.1/101929705, intron 2 of 2)	6	43985019	43999561	14543	1	124901321	ENST00000719979.1	-42285	ENSG00000289609	LOC124901321	uncharacterized LOC124901321	NA	NA	NA
chr11	76286974	76289066	2093	*	peak_7059	1.20868536454338	7.61841495454944e-16	Distal Intergenic	11	76284411	76286663	2253	1	105369395	ENST00000721910.1	2563	NA	LOC105369395	uncharacterized LOC105369395	NA	NA	NA
chr15	41878996	41881809	2814	*	peak_10389	1.35059104696107	7.94573666764339e-16	Exon (ENST00000320955.8/51332, exon 13 of 68)	15	41892747	41895946	3200	1	105370792	ENST00000772159.1	-10938	ENSG00000174171	LOC105370792	uncharacterized LOC105370792	NA	NA	NA
chr15	65912295	65913030	736	*	peak_10602	1.81243590788948	7.98697181446599e-16	Promoter	15	65905784	65912478	6695	2	84465	ENST00000493192.2	0	ENSG00000157890	MEGF11	multiple EGF like domains 11	NA	NA	NA
chr1	30787299	30788443	1145	*	peak_1180	1.1372039764429	8.32888189766572e-16	Distal Intergenic	1	30774996	30782446	7451	2	105378621	ENST00000815342.1	-4853	ENSG00000306105	LOC105378621	uncharacterized LOC105378621	NA	NA	NA
chr11	1750649	1753032	2384	*	peak_5651	1.23206266362536	8.61942600566554e-16	Promoter	11	1732406	1750595	18190	2	402778	ENST00000340134.5	-54	ENSG00000244242	IFITM10	interferon induced transmembrane protein 10	NA	NA	NA
chr3	126102540	126104023	1484	*	peak_26392	1.24574950895015	8.63204867010593e-16	Promoter	3	126101904	126108069	6166	1	100874204	ENST00000512384.2	636	ENSG00000250218	ALDH1L1-AS1	ALDH1L1 antisense RNA 1	NA	NA	NA
chr2	219020925	219021940	1016	*	peak_20427	1.28300422435556	8.80833604714556e-16	Exon (ENST00000341552.10/255101, exon 18 of 35)	2	219018256	219019704	1449	2	255101	ENST00000413871.1	-1221	ENSG00000181378	CFAP65	cilia and flagella associated protein 65	NA	NA	NA
chr21	45322801	45325559	2759	*	peak_22898	1.01492824573091	8.90368373299158e-16	Exon (ENST00000757489.1/ENST00000757489.1, exon 1 of 2)	21	45305266	45319129	13864	2	124905040	ENST00000757499.1	-3672	ENSG00000184274	LOC124905040	uncharacterized LOC124905040	NA	NA	NA
chr3	50423994	50425447	1454	*	peak_25843	1.1554585369306	8.95778572034537e-16	Intron (ENST00000424201.7/9254, intron 3 of 37)	3	50454136	50455582	1447	1	105377082	ENST00000826241.1	-28689	NA	LOC105377082	uncharacterized LOC105377082	NA	NA	NA
chr3	52818384	52819727	1344	*	peak_26021	1.21062043134372	9.05609757687837e-16	Promoter	3	52814277	52819598	5322	2	3700	ENST00000461966.5	0	ENSG00000055955	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4	NA	NA	NA
chr6	159505539	159506780	1242	*	peak_30280	1.85106492432664	9.06423893258124e-16	Intron (ENST00000656085.1/ENST00000656085.1, intron 1 of 1)	6	159463387	159467757	4371	1	101929142	ENST00000810033.1	42152	ENSG00000305281	LOC101929142	uncharacterized LOC101929142	NA	NA	NA
chr3	50397348	50398796	1449	*	peak_25833	1.02776018043386	9.06485323384073e-16	Intron (ENST00000424201.7/9254, intron 3 of 37)	3	50367465	50368197	733	1	101928965	ENST00000607362.1	29883	ENSG00000271858	LOC101928965	uncharacterized LOC101928965	NA	NA	NA
chr8	143187634	143189141	1508	*	peak_33627	1.29148194496935	9.26359557901127e-16	Distal Intergenic	8	143191514	143193332	1819	1	107986906	ENST00000840713.1	-2373	NA	LOC107986906	uncharacterized LOC107986906	NA	NA	NA
chr17	28995323	28997185	1863	*	peak_13980	1.16942254986638	9.5166519704226e-16	Intron (ENST00000580241.5/51268, intron 2 of 9)	17	28955131	29005913	50783	2	124925	ENST00000442608.7	8728	ENSG00000063015	SEZ6	seizure related 6 homolog	NA	NA	NA
chr17	76078559	76080993	2435	*	peak_15444	1.10664763281205	9.60419851332124e-16	Promoter	17	76079182	76080046	865	1	353174	ENST00000524242.1	0	ENSG00000186919	ZACN	zinc activated ion channel	NA	NA	NA
chr22	24175164	24177379	2216	*	peak_23536	1.18968253465409	9.72759450738222e-16	Promoter	22	24175779	24177538	1760	1	23523	ENST00000459824.1	0	ENSG00000099991	CABIN1	calcineurin binding protein 1	NA	NA	NA
chr21	43826155	43827496	1342	*	peak_22777	1.20649891387242	9.83756653564462e-16	Distal Intergenic	21	43805758	43812567	6810	2	284837	ENST00000400385.2	-13588	ENSG00000215458	AATBC	apoptosis associated transcript in bladder cancer	NA	NA	NA
chr16	67435254	67436098	845	*	peak_12804	1.54301501962603	9.87788037775819e-16	3' UTR	16	67438037	67439818	1782	2	9114	ENST00000563305.1	3720	ENSG00000159720	ATP6V0D1	ATPase H+ transporting V0 subunit d1	NA	NA	NA
chr3	50398970	50400042	1073	*	peak_25834	1.27093799159802	9.87788037775819e-16	Intron (ENST00000424201.7/9254, intron 3 of 37)	3	50367465	50368197	733	1	101928965	ENST00000607362.1	31505	ENSG00000271858	LOC101928965	uncharacterized LOC101928965	NA	NA	NA
chr1	33371964	33373101	1138	*	peak_1296	1.39191231302221	1.00473768732008e-15	Exon (ENST00000373422.8/1912, exon 3 of 14)	1	33323682	33375590	51909	2	1912	ENST00000706360.1	2489	ENSG00000134686	PHC2	polyhomeotic homolog 2	NA	NA	NA
chr21	46213043	46214223	1181	*	peak_22976	1.89394759432256	1.01763852493971e-15	Exon (ENST00000356396.8/4047, exon 10 of 23)	21	46228394	46259306	30913	1	114044	ENST00000748155.1	-14171	ENSG00000215424	MCM3AP-AS1	MCM3AP antisense RNA 1	NA	NA	NA
chr3	12940760	12942207	1448	*	peak_25085	1.28653302339529	1.02733759061132e-15	5' UTR	3	12960277	12967460	7184	2	9922	ENST00000474467.1	25253	ENSG00000144711	IQSEC1	IQ motif and Sec7 domain ArfGEF 1	NA	NA	NA
chr22	29747331	29749216	1886	*	peak_23769	1.04142967603131	1.04999102126799e-15	5' UTR	22	29730956	29767007	36052	2	55954	ENST00000344318.4	17791	ENSG00000100319	ZMAT5	zinc finger matrin-type 5	NA	NA	NA
chr8	144184616	144185297	682	*	peak_33762	1.27153744606166	1.06949436098469e-15	Intron (ENST00000532255.5/727957, intron 6 of 30)	8	144179455	144201179	21725	1	727957	ENST00000534508.1	5161	ENSG00000179832	MROH1	maestro heat like repeat family member 1	NA	NA	NA
chr16	2092350	2094274	1925	*	peak_11688	1.00009791181751	1.09924787936885e-15	Promoter	16	2091428	2092597	1170	2	5310	ENST00000485120.1	0	ENSG00000008710	PKD1	polycystin 1, transient receptor potential channel interacting	NA	NA	NA
chr8	142174984	142176120	1137	*	peak_33441	1.18062015443052	1.1126054193595e-15	Promoter	8	142176339	142176418	80	1	100616268	ENST00000584349.1	-219	ENSG00000265247	MIR4472-1	microRNA 4472-1	NA	NA	NA
chr8	109953836	109954986	1151	*	peak_32636	1.29279438821176	1.11632416535448e-15	Distal Intergenic	8	109967006	109974730	7725	2	27012	ENST00000297404.1	19744	ENSG00000164794	KCNV1	potassium voltage-gated channel modifier subfamily V member 1	NA	NA	NA
chr3	127374121	127375109	989	*	peak_26509	1.38939150958204	1.16626452169022e-15	Intron (ENST00000488425.1/101927123, intron 1 of 4)	3	127322430	127371553	49124	2	101927123	ENST00000654968.1	-2568	ENSG00000244215	LINC02016	long intergenic non-protein coding RNA 2016	NA	NA	NA
chr22	49238014	49240486	2473	*	peak_24814	1.06703055063094	1.22230078257732e-15	Distal Intergenic	22	49369372	49376592	7221	1	124905143	ENST00000737103.1	-128886	ENSG00000285722	LOC124905143	uncharacterized LOC124905143	NA	NA	NA
chr8	142566490	142568109	1620	*	peak_33530	1.09285618476377	1.22611869325113e-15	Exon (ENST00000784436.1/ENST00000784436.1, exon 1 of 3)	8	142543501	142544684	1184	1	575	ENST00000518812.1	22989	ENSG00000181790	ADGRB1	adhesion G protein-coupled receptor B1	NA	NA	NA
chr8	134478071	134479489	1419	*	peak_32989	1.08823223718034	1.23694547233885e-15	3' UTR	8	134478222	134510182	31961	2	57623	ENST00000521673.5	30693	ENSG00000066827	ZFAT	zinc finger and AT-hook domain containing	NA	NA	NA
chr10	48448633	48450310	1678	*	peak_3921	1.38797002432491	1.28619434386968e-15	3' UTR	10	48446036	48451627	5592	2	58504	ENST00000477708.6	1317	ENSG00000128805	ARHGAP22	Rho GTPase activating protein 22	NA	NA	NA
chr7	31026813	31028937	2125	*	peak_30958	1.3564147452041	1.31402885433976e-15	Distal Intergenic	7	31052308	31111474	59167	1	117	ENST00000304166.9	-23371	ENSG00000078549	ADCYAP1R1	ADCYAP receptor type I	NA	NA	NA
chr22	39362973	39364438	1466	*	peak_24186	1.23285328992982	1.32987561291478e-15	Promoter	22	39364170	39378381	14212	1	9145	ENST00000381535.4	0	ENSG00000100321	SYNGR1	synaptogyrin 1	NA	NA	NA
chr11	73147827	73148669	843	*	peak_6948	1.52592748585842	1.34430697273364e-15	Exon (ENST00000788518.1/ENST00000788518.1, exon 1 of 2)	11	72836745	73142318	305574	2	9873	ENST00000409418.9	-5509	ENSG00000137478	FCHSD2	FCH and double SH3 domains 2	NA	NA	NA
chr17	39674714	39676493	1780	*	peak_14226	1.27133368749489	1.34580242506747e-15	Intron (ENST00000300658.9/93210, intron 3 of 7)	17	39668463	39670090	1628	1	5409	ENST00000581428.1	6251	ENSG00000141744	PNMT	phenylethanolamine N-methyltransferase	NA	NA	NA
chr17	50909060	50910397	1338	*	peak_14733	1.05414055762632	1.3651624667111e-15	Exon (ENST00000523470.2/400604, exon 3 of 3)	17	50862980	50867978	4999	2	10140	ENST00000268957.3	-41082	ENSG00000141232	TOB1	transducer of ERBB2, 1	NA	NA	NA
chr3	51946878	51947941	1064	*	peak_25925	1.27304254076941	1.3702159449956e-15	Promoter	3	51947625	51948482	858	1	10039	ENST00000486510.1	0	ENSG00000041880	PARP3	poly(ADP-ribose) polymerase family member 3	NA	NA	NA
chr10	35268397	35269020	624	*	peak_3648	1.46331438600174	1.37201851633317e-15	Intron (ENST00000490012.6/219771, intron 3 of 9)	10	35247049	35530036	282988	1	219771	ENST00000493157.6	21348	ENSG00000108100	CCNY	cyclin Y	NA	NA	NA
chr6	168060426	168061833	1408	*	peak_30406	1.18155396147802	1.41917581490185e-15	3' UTR	6	168055784	168065977	10194	2	79981	ENST00000432403.5	4144	ENSG00000153303	FRMD1	FERM domain containing 1	NA	NA	NA
chr11	75223918	75224642	725	*	peak_7003	1.46312720036999	1.42652975401074e-15	Promoter	11	75210846	75223315	12470	2	105369388	ENST00000782719.1	-603	NA	TPBGL-AS1	TPBGL antisense RNA 1	NA	NA	NA
chr22	31135331	31136362	1032	*	peak_23841	1.48346330282933	1.50128610731061e-15	3' UTR	22	31134807	31140508	5702	2	50487	ENST00000215885.4	4146	ENSG00000100078	PLA2G3	phospholipase A2 group III	NA	NA	NA
chr22	21681639	21683147	1509	*	peak_23282	1.080791954638	1.59525026917549e-15	Promoter	22	21682275	21683516	1242	1	23759	ENST00000681353.1	0	ENSG00000100023	PPIL2	peptidylprolyl isomerase like 2	NA	NA	NA
chr15	73981547	73982652	1106	*	peak_10867	1.7733674927166	1.61577985769078e-15	3' UTR	15	73983220	73986500	3281	2	9399	ENST00000561480.1	3848	ENSG00000067221	STOML1	stomatin like 1	NA	NA	NA
chr16	56879485	56880747	1263	*	peak_12612	1.1002255708133	1.61577985769078e-15	Exon (ENST00000566786.5/6559, exon 11 of 26)	16	56865211	56914525	49315	1	6559	ENST00000262502.5	14274	ENSG00000070915	SLC12A3	solute carrier family 12 member 3	NA	NA	NA
chr2	240717092	240719231	2140	*	peak_20918	1.04228874431599	1.63855985022188e-15	3' UTR	2	240720627	240723436	2810	2	547	ENST00000465813.2	4205	ENSG00000130294	KIF1A	kinesin family member 1A	NA	NA	NA
chr1	47640562	47641865	1304	*	peak_1829	1.24060781990229	1.66193802049905e-15	Distal Intergenic	1	47687725	47704028	16304	1	107984953	ENST00000785599.1	-45860	ENSG00000227947	LINC01738	long intergenic non-protein coding RNA 1738	NA	NA	NA
chr10	80501360	80502485	1126	*	peak_4677	1.21773578481928	1.68393379693053e-15	Intron (ENST00000481124.5/81619, intron 2 of 5)	10	80515467	80519635	4169	1	81619	ENST00000265450.5	-12982	ENSG00000108219	TSPAN14	tetraspanin 14	NA	NA	NA
chr20	32648916	32650240	1325	*	peak_21522	1.02194403320622	1.68465924095659e-15	3' UTR	20	32650390	32657362	6973	2	284805	ENST00000360785.6	7122	ENSG00000198547	C20orf203	chromosome 20 open reading frame 203	NA	NA	NA
chr1	3035828	3037632	1805	*	peak_122	1.12290649396794	1.69082052543859e-15	Distal Intergenic	1	3021467	3022903	1437	1	140625	ENST00000378404.4	14361	ENSG00000169717	ACTRT2	actin related protein T2	NA	NA	NA
chr7	1094610	1097396	2787	*	peak_30606	1.08598054768974	1.87702770924562e-15	Exon (ENST00000837510.1/ENST00000837510.1, exon 1 of 2)	7	1088113	1093810	5698	1	2852	ENST00000397088.4	6497	ENSG00000164850	GPER1	G protein-coupled estrogen receptor 1	NA	NA	NA
chr7	5450896	5452715	1820	*	peak_30794	1.09478879477117	1.91966138523824e-15	Intron (ENST00000415009.5/80028, intron 4 of 6)	7	5426277	5428927	2651	2	100129484	ENST00000610122.1	-21969	ENSG00000234432	LINC02983	long intergenic non-protein coding RNA 2983	NA	NA	NA
chr12	117074	118347	1274	*	peak_7447	1.16767497847236	1.97351605683421e-15	Intron (ENST00000538872.6/440073, intron 2 of 13)	12	106509	111964	5456	2	105369593	ENST00000540226.2	-5110	NA	IQSEC3-AS2	IQSEC3 antisense RNA 2	NA	NA	NA
chr12	1917919	1919078	1160	*	peak_7507	1.20689284882809	1.98402973037465e-15	Promoter	12	1791963	1918652	126690	2	93589	ENST00000382722.10	0	ENSG00000151062	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4	NA	NA	NA
chr5	132300713	132301732	1020	*	peak_28521	1.17609730050181	2.01383472656403e-15	Intron (ENST00000200652.4/6583, intron 1 of 9)	5	132295425	132320972	25548	1	6583	ENST00000491257.1	5288	ENSG00000197208	SLC22A4	solute carrier family 22 member 4	NA	NA	NA
chr4	1655451	1657371	1921	*	peak_27228	1.29199391068628	2.0706840766171e-15	Promoter	4	1617915	1655408	37494	2	152877	ENST00000489029.1	-43	ENSG00000174137	FAM53A	family with sequence similarity 53 member A	NA	NA	NA
chr9	89864811	89866330	1520	*	peak_34246	1.3694959313021	2.16722479992072e-15	Intron (ENST00000763241.1/ENST00000763241.1, intron 1 of 2)	9	89826030	90019549	193520	1	101927847	ENST00000659397.1	38781	ENSG00000237626	LOC101927847	uncharacterized LOC101927847	NA	NA	NA
chr22	20173254	20174596	1343	*	peak_23172	1.51109063602267	2.18226808707119e-15	Distal Intergenic	22	20148416	20151055	2640	2	388849	ENST00000439765.4	-22199	ENSG00000234409	CCDC188	coiled-coil domain containing 188	NA	NA	NA
chr5	150119592	150120458	867	*	peak_28949	1.28121315383586	2.19109533317848e-15	3' UTR	5	150119467	150122202	2736	2	5159	ENST00000519575.5	1744	ENSG00000113721	PDGFRB	platelet derived growth factor receptor beta	NA	NA	NA
chr3	128455811	128457215	1405	*	peak_26614	1.30586640309342	2.20125535140947e-15	Distal Intergenic	3	128463530	128474922	11393	1	285224	ENST00000746122.1	-6315	ENSG00000242049	DNAJB8-AS1	DNAJB8 antisense RNA 1	NA	NA	NA
chr10	111081586	111082567	982	*	peak_5092	1.32806924587156	2.21148470845483e-15	Distal Intergenic	10	111077029	111080907	3879	1	150	ENST00000280155.4	4557	ENSG00000150594	ADRA2A	adrenoceptor alpha 2A	NA	NA	NA
chr6	33215732	33216616	885	*	peak_29567	1.5168648735183	2.27170492029234e-15	Exon (ENST00000417480.1/ENST00000417480.1, exon 1 of 1)	6	33209560	33212722	3163	1	6015	ENST00000478431.1	6172	ENSG00000204227	RING1	ring finger protein 1	NA	NA	NA
chr22	29143954	29145307	1354	*	peak_23736	1.02338671244662	2.30471209920648e-15	3' UTR	22	29142030	29154769	12740	1	83999	ENST00000479755.1	1924	ENSG00000183762	KREMEN1	kringle containing transmembrane protein 1	NA	NA	NA
chr6	33855146	33857432	2287	*	peak_29610	1.07956051515486	2.30471209920648e-15	Intron (ENST00000799603.1/100507584, intron 2 of 2)	6	33843893	33846832	2940	1	124901306	ENST00000800042.1	11253	ENSG00000304146	LOC124901306	uncharacterized LOC124901306	NA	NA	NA
chr11	64027869	64030106	2238	*	peak_6378	1.14070615129076	2.36219714820295e-15	Promoter	11	64028674	64029830	1157	1	124902685	ENST00000753118.1	0	NA	LOC124902685	uncharacterized LOC124902685	NA	NA	NA
chr17	29121434	29123438	2005	*	peak_13986	1.17309070309566	2.36219714820295e-15	Promoter	17	29115353	29120675	5323	2	399687	ENST00000588791.1	-759	ENSG00000196535	MYO18A	myosin XVIIIA	NA	NA	NA
chr15	99452312	99453744	1433	*	peak_11411	1.15820847875016	2.43660699189673e-15	Promoter	15	99434248	99452743	18496	2	124903562	ENST00000813864.1	0	NA	LINC03080	long intergenic non-protein coding RNA 3080	NA	NA	NA
chr17	44920567	44921800	1234	*	peak_14405	1.26036322190665	2.45650762887415e-15	Promoter	17	44920691	44924802	4112	1	105371793	ENST00000731540.1	0	NA	LOC105371793	uncharacterized LOC105371793	NA	NA	NA
chr20	63175980	63176967	988	*	peak_22450	1.31815253694985	2.52227717089605e-15	Promoter	20	63166016	63175898	9883	2	124904952	ENST00000726825.1	-82	NA	LOC124904952	uncharacterized LOC124904952	NA	NA	NA
chr11	73229383	73230874	1492	*	peak_6957	1.15992160245829	2.52895332164888e-15	Intron (ENST00000393597.7/5029, intron 2 of 2)	11	73218457	73235934	17478	1	5029	ENST00000393596.2	10926	ENSG00000175591	P2RY2	purinergic receptor P2Y2	NA	NA	NA
chr5	149304019	149305270	1252	*	peak_28906	1.1095606490679	2.62264556555372e-15	Exon (ENST00000522492.1/134265, exon 6 of 8)	5	149301191	149302668	1478	1	134265	ENST00000508444.1	2828	ENSG00000157510	AFAP1L1	actin filament associated protein 1 like 1	NA	NA	NA
chr16	11259734	11261456	1723	*	peak_12022	1.09237768300151	2.67282999094739e-15	Intron (ENST00000573910.1/105371082, intron 1 of 1)	16	11254417	11256204	1788	2	8651	ENST00000332029.4	-3530	ENSG00000185338	SOCS1	suppressor of cytokine signaling 1	NA	NA	NA
chr8	141785331	141786191	861	*	peak_33353	1.48009299006798	2.68838879554289e-15	Promoter	8	141786242	141786313	72	2	100302147	ENST00000408841.2	122	ENSG00000221768	MIR1302-7	microRNA 1302-7	NA	NA	NA
chr10	124003488	124004790	1303	*	peak_5287	1.27065436540769	2.79786919191508e-15	Exon (ENST00000455505.1/ENST00000455505.1, exon 1 of 1)	10	123954415	123996257	41843	2	107984128	ENST00000830092.1	-7231	ENSG00000307961	LOC107984128	uncharacterized LOC107984128	NA	NA	NA
chr17	81793621	81795110	1490	*	peak_15892	1.12827168829926	2.80797403764471e-15	Distal Intergenic	17	81804132	81810391	6260	1	2642	ENST00000572185.1	-9022	ENSG00000215644	GCGR	glucagon receptor	NA	NA	NA
chr2	120955779	120956777	999	*	peak_19830	1.41045398187026	2.86406297173705e-15	Intron (ENST00000361492.9/2736, intron 5 of 13)	2	120866378	120867404	1027	2	124907880	ENST00000603720.2	-88375	ENSG00000271709	LOC124907880	uncharacterized LOC124907880	NA	NA	NA
chr22	42314966	42315820	855	*	peak_24317	1.5859707330832	2.88189210210259e-15	Intron (ENST00000675876.1/6942, intron 1 of 1)	22	42211513	42318239	106727	2	6942	ENST00000675876.1	2419	ENSG00000100207	TCF20	transcription factor 20	NA	NA	NA
chr19	29744302	29745054	753	*	peak_17095	1.30589787615117	2.98868621647314e-15	Intron (ENST00000773444.1/107985345, intron 3 of 3)	19	29724559	29736206	11648	1	107985345	ENST00000773447.1	19743	ENSG00000300689	LOC107985345	uncharacterized LOC107985345	NA	NA	NA
chr20	61864055	61865633	1579	*	peak_22247	1.10596581678192	3.03735134405369e-15	Intron (ENST00000614565.5/1002, intron 6 of 15)	20	61953546	61953662	117	2	100302168	ENST00000408490.1	88029	ENSG00000284193	MIR1257	microRNA 1257	NA	NA	NA
chr1	202171317	202172291	975	*	peak_3000	1.56218885120671	3.07933178878684e-15	Exon (ENST00000641549.1/148713, exon 6 of 29)	1	202168051	202189353	21303	1	148713	ENST00000482597.5	3266	ENSG00000293457	PTPRVP	protein tyrosine phosphatase receptor type V, pseudogene	NA	NA	NA
chr9	129093452	129095209	1758	*	peak_34760	1.23736404227506	3.07933178878684e-15	3' UTR	9	129095456	129098036	2581	2	1384	ENST00000467343.1	2827	ENSG00000095321	CRAT	carnitine O-acetyltransferase	NA	NA	NA
chr17	77830296	77831414	1119	*	peak_15522	1.36100688968703	3.19986835305029e-15	Intron (ENST00000769798.1/105371908, intron 1 of 2)	17	77768960	77839771	70812	2	105371908	ENST00000769798.1	8357	NA	LOC105371908	uncharacterized LOC105371908	NA	NA	NA
chr7	30852934	30854502	1569	*	peak_30936	1.1620008836364	3.25776059345457e-15	Promoter	7	30852273	30923812	71540	1	358	ENST00000509504.2	661	ENSG00000240583	AQP1	aquaporin 1 (Colton blood group)	NA	NA	NA
chr16	89174452	89176885	2434	*	peak_13426	1.04342401245952	3.37241769240562e-15	Intron (ENST00000289746.3/1013, intron 1 of 13)	16	89171767	89186192	14426	1	1013	ENST00000524089.1	2685	ENSG00000129910	CDH15	cadherin 15	NA	NA	NA
